Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
4/7/2023,Panama,330,4581.5
4/7/2023,Brazil,200,6163.8
4/10/2023,Panama,47,3343.53
4/12/2023,Panama,92,1063.44
4/7/2023,Brazil,28,1460.72
4/2/2023,Panama,18,282.36
4/22/2023,USA,181,1263.6
4/15/2023,Panama,97,2076.35
4/25/2023,Brazil,385,13230.64
4/26/2023,Brazil,159,3837.8
4/9/2023,Colombia,167,3923.53
4/21/2023,USA,289,4731.76
4/1/2023,Colombia,69,4552.73
4/18/2023,USA,244,13646.35
4/9/2023,USA,21,1167.18
4/6/2023,Brazil,380,11414.75
4/2/2023,Canada,47,1810.64
4/23/2023,Colombia,357,9110.77
4/23/2023,Colombia,58,375.45
4/28/2023,Canada,376,2390.24
4/4/2023,Colombia,291,16366.29
4/16/2023,Panama,368,8112.84
4/13/2023,USA,27,956.61
4/4/2023,USA,37,1875.44
4/30/2023,Colombia,239,2891.65
4/19/2023,USA,141,251.28
4/3/2023,Colombia,235,16638.26
4/5/2023,Canada,337,8879.11
4/1/2023,Panama,363,17558.45
4/30/2023,Colombia,78,788.02
4/13/2023,Brazil,225,5531.36
4/13/2023,Canada,14,396.74
4/19/2023,Brazil,15,123.99
4/2/2023,Brazil,301,18127.18
4/7/2023,Brazil,249,2597.4
4/12/2023,USA,71,804.23
4/7/2023,Panama,15,1142.55
4/30/2023,USA,170,2962.37
4/11/2023,Panama,70,3775.47
4/23/2023,Brazil,205,2334.62
4/3/2023,Colombia,378,1954.78
4/22/2023,Canada,365,18692.02
4/22/2023,Panama,116,8595.41
4/13/2023,Colombia,270,2723.58
4/8/2023,USA,385,15361.06
4/22/2023,USA,157,3077.34
4/14/2023,Brazil,322,9129.58
4/16/2023,Colombia,209,5921.63
4/9/2023,Brazil,102,864.17
4/27/2023,Panama,72,2096.71
4/10/2023,Brazil,266,16112.47
4/12/2023,Brazil,204,2398.32
4/12/2023,Panama,44,1605.62
4/30/2023,Canada,346,24913.56
4/25/2023,Panama,170,6545.61
4/2/2023,Brazil,41,869.19
4/22/2023,USA,82,3869.43
4/14/2023,USA,360,14701.36
4/13/2023,USA,383,7078.84
4/14/2023,Brazil,26,223.8
4/24/2023,USA,166,8486.96
4/22/2023,Canada,317,1409.49
4/12/2023,Canada,38,295.12
4/27/2023,Colombia,104,4395.15
4/2/2023,USA,191,5629.71
4/20/2023,Panama,293,9075.93
4/28/2023,Colombia,198,7925.57
4/25/2023,Colombia,155,6630.17
4/9/2023,Canada,48,1404.5
4/7/2023,Brazil,90,2451.8
4/29/2023,Canada,315,19990.2
4/2/2023,USA,71,5273.51
4/1/2023,USA,93,733.27
4/2/2023,Colombia,139,1471.52
4/8/2023,Canada,281,21856.43
4/6/2023,Panama,127,10126.56
4/12/2023,Canada,316,1314.86
4/12/2023,USA,316,9352.12
4/25/2023,Colombia,330,5267.61
4/7/2023,USA,187,13095.89
4/13/2023,Canada,173,3370.03
4/5/2023,USA,29,165.42
4/2/2023,Canada,198,7410.93
4/10/2023,Brazil,349,12330.71
4/9/2023,Canada,99,2866.03
4/23/2023,Canada,244,3896.23
4/18/2023,Brazil,14,270.36
4/3/2023,Canada,299,5658.27
4/11/2023,Brazil,355,8942.37
4/18/2023,Panama,336,3492.1
4/7/2023,Panama,246,4536.72
4/21/2023,Canada,196,3273.69
4/4/2023,USA,115,62.33
4/5/2023,Canada,354,238.7
4/18/2023,Canada,272,7947.68
4/24/2023,Colombia,162,4769.38
4/14/2023,Panama,256,12800.03
4/23/2023,Canada,315,1190.67
4/14/2023,USA,282,9369.63
4/13/2023,USA,14,296.83
4/25/2023,Colombia,142,2419.11
4/14/2023,USA,37,808.62
4/4/2023,Colombia,75,2515.58
4/20/2023,Brazil,195,8022.09
4/29/2023,Colombia,186,1458.78
4/23/2023,Panama,132,10892.68
4/18/2023,Canada,342,25623.55
4/21/2023,USA,339,8444.15
4/14/2023,Panama,392,9268.95
4/4/2023,Panama,159,11512.74
4/1/2023,Panama,241,6041.82
4/18/2023,USA,281,5088.65
4/20/2023,Colombia,333,13140.29
4/7/2023,Colombia,390,20118.19
4/2/2023,Brazil,159,3908.8
4/4/2023,USA,106,8169.3
4/20/2023,Canada,273,5224.64
4/22/2023,Brazil,258,18123.14
4/5/2023,Panama,167,6890.2
4/7/2023,Canada,13,513.99
4/14/2023,Brazil,215,2148.74
4/9/2023,USA,378,4683
4/15/2023,Colombia,89,1293.95
4/17/2023,Panama,309,23101.71
4/4/2023,Panama,345,2213.61
4/6/2023,Canada,89,1292.89
4/20/2023,USA,67,3726.01
4/25/2023,USA,336,2106.96
4/11/2023,Brazil,162,7369.41
4/23/2023,Colombia,17,14.89
4/6/2023,Panama,320,4534.61
4/17/2023,Colombia,62,3212.47
4/4/2023,Brazil,241,690.93
4/17/2023,Canada,343,374.29
4/12/2023,USA,45,1432.06
4/14/2023,Panama,196,1598.05
4/19/2023,USA,104,5959.42
4/12/2023,Brazil,328,28612.69
4/27/2023,USA,398,7415.74
4/17/2023,Colombia,333,1798.72
4/17/2023,USA,250,448.39
4/13/2023,USA,173,8918.15
4/25/2023,Canada,387,21304.69
4/7/2023,Brazil,202,1506.46
4/14/2023,USA,310,5533.36
4/18/2023,Canada,191,13917.09
4/16/2023,USA,178,14025.42
4/22/2023,Canada,328,9550.1
4/14/2023,Canada,274,2919.8
4/3/2023,Panama,83,78.19
4/30/2023,USA,77,4275.46
4/19/2023,Canada,97,1778.7
4/27/2023,Brazil,254,403.33
4/5/2023,Panama,203,2750.75
4/29/2023,Canada,186,10014.63
4/18/2023,Panama,136,1070.59
4/22/2023,USA,208,10805.65
4/29/2023,Panama,227,905.05
4/23/2023,Brazil,198,6323.28
4/17/2023,Panama,113,1474.92
4/23/2023,Panama,167,3924.47
4/29/2023,Panama,20,110.12
4/3/2023,USA,55,549.39
4/13/2023,Colombia,236,13734.25
4/10/2023,Brazil,135,2814.38
4/30/2023,USA,50,2453.89
4/10/2023,Canada,287,6524.59
4/3/2023,USA,146,10112.81
4/27/2023,Brazil,292,3108.31
4/11/2023,Colombia,55,158.34
4/11/2023,USA,190,6557.46
4/24/2023,Brazil,111,5511.87
4/23/2023,Brazil,191,8296.57
4/16/2023,Canada,370,15034.8
4/23/2023,USA,241,1065.58
4/30/2023,Brazil,357,7567.83
4/25/2023,USA,322,11873.21
4/8/2023,Panama,166,3123.5
4/13/2023,Brazil,114,3221.9
4/26/2023,Colombia,360,3010.59
4/2/2023,Panama,72,1555.1
4/30/2023,Brazil,122,6443.03
4/6/2023,USA,364,11743.67
4/29/2023,Panama,337,4329.7
4/13/2023,Brazil,153,552.29
4/12/2023,USA,247,2718.48
4/9/2023,Colombia,322,2916.5
4/22/2023,Panama,52,807.74
4/30/2023,USA,322,13627.59
4/29/2023,Canada,316,11514.4
4/14/2023,Panama,18,41.29
4/28/2023,Canada,227,1195.85
4/2/2023,Brazil,352,2528.66
4/17/2023,Canada,250,11735.24
4/11/2023,USA,373,2862.47
4/23/2023,Colombia,50,614.82
4/25/2023,Colombia,292,3472.08
4/23/2023,USA,231,3817.42
4/8/2023,Panama,275,2198.63
4/27/2023,Panama,308,11225.03
4/5/2023,USA,28,768.81
4/21/2023,Canada,137,1844.86
4/6/2023,Colombia,63,4329.9
