Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
11/6/2023,Colombia,203,3524.87
11/12/2023,Brazil,38,54.73
11/28/2023,Brazil,57,1391.85
11/26/2023,USA,233,16000.25
11/3/2023,Brazil,92,2414.85
11/27/2023,Colombia,132,5545.16
11/28/2023,USA,388,27002.71
11/28/2023,Brazil,137,9306.76
11/21/2023,USA,199,7159.96
11/26/2023,USA,50,758.69
11/12/2023,Canada,345,280.65
11/11/2023,Panama,46,1842.84
11/6/2023,Canada,320,8461.23
11/16/2023,Colombia,72,612.46
11/2/2023,Brazil,393,5261.02
11/7/2023,Brazil,10,933.63
11/4/2023,Brazil,132,10179.22
11/20/2023,Brazil,208,5537.04
11/22/2023,Brazil,315,3360.38
11/19/2023,Brazil,328,22390.55
11/13/2023,Panama,289,5480.27
11/11/2023,USA,121,3684.21
11/5/2023,Brazil,174,1150.25
11/6/2023,USA,310,9591.36
11/13/2023,Canada,208,16314.81
11/22/2023,Panama,86,6519.86
11/15/2023,Panama,351,6250.85
11/28/2023,Panama,69,1432.98
11/2/2023,Colombia,332,8681.79
11/4/2023,Canada,135,1453.77
11/6/2023,Brazil,240,22355.76
11/17/2023,Colombia,163,3531.84
11/1/2023,Colombia,124,1680.08
11/9/2023,Canada,375,10941.87
11/11/2023,USA,158,7788.07
11/9/2023,Canada,68,1046.09
11/4/2023,Brazil,46,216.19
11/15/2023,Colombia,277,19103.58
11/19/2023,Canada,137,1071.39
11/1/2023,Canada,177,5752.61
11/8/2023,Colombia,300,9037.24
11/15/2023,Panama,169,2537.17
11/30/2023,Brazil,94,1676.86
11/3/2023,Canada,188,3277.44
11/26/2023,Panama,222,3758.61
11/10/2023,Panama,375,8070.04
11/7/2023,USA,208,2269.8
11/2/2023,USA,177,226.11
11/12/2023,Colombia,363,6022.04
11/19/2023,Brazil,116,6580.92
11/27/2023,Brazil,347,2588.32
11/9/2023,Canada,236,2217.17
11/18/2023,Colombia,291,19226.1
11/8/2023,Panama,36,2766.94
11/17/2023,Brazil,302,2387.85
11/30/2023,Colombia,141,633.55
11/26/2023,Brazil,269,3849.2
11/18/2023,Brazil,335,7468.62
11/5/2023,Colombia,22,208.6
11/25/2023,Colombia,312,15798.56
11/7/2023,Canada,217,15495.81
11/10/2023,USA,387,14398.16
11/12/2023,Canada,25,1948.47
11/8/2023,Colombia,366,4424.79
11/19/2023,Canada,392,2656.38
11/14/2023,Panama,222,1878.08
11/3/2023,USA,39,1923.07
11/25/2023,Canada,186,741.09
11/10/2023,USA,128,3745.07
11/27/2023,Panama,181,7876.68
11/29/2023,Brazil,64,3215.66
11/19/2023,Colombia,290,12609
11/6/2023,USA,295,14313.37
11/1/2023,Brazil,146,8463.78
11/6/2023,Brazil,219,12362.95
11/28/2023,Canada,96,3079.9
11/4/2023,Canada,331,153.36
11/29/2023,Panama,281,3809.58
11/15/2023,Panama,117,5645.96
11/4/2023,USA,74,3128.44
11/23/2023,Canada,291,4340.26
11/10/2023,Canada,245,8526.43
11/11/2023,Canada,33,2255.13
11/13/2023,Brazil,81,4737.4
11/23/2023,Panama,151,4851.54
11/18/2023,Panama,91,1486.99
11/28/2023,Panama,78,2023.64
11/7/2023,USA,382,2989.82
11/1/2023,Colombia,349,5971.37
11/15/2023,Brazil,199,1843.02
11/4/2023,Panama,110,6642.8
11/14/2023,Canada,250,6374.49
11/9/2023,Canada,298,10169.89
11/10/2023,Brazil,160,4910.01
11/13/2023,Canada,27,530.26
11/22/2023,Canada,15,130.99
11/10/2023,Colombia,117,6325.68
11/28/2023,USA,307,9542.36
11/15/2023,Canada,101,2777.21
11/28/2023,Brazil,70,1815.37
11/7/2023,Brazil,364,12416.61
11/4/2023,Colombia,102,5618.12
11/17/2023,Panama,122,2132.26
11/5/2023,Canada,32,1604.92
11/1/2023,Colombia,322,8296.04
11/12/2023,USA,64,4743.27
11/30/2023,Colombia,29,1925.34
11/18/2023,Colombia,229,8044.39
11/28/2023,Brazil,366,17255.71
11/15/2023,USA,369,10649.62
11/3/2023,Brazil,104,6375.9
11/13/2023,Brazil,319,16394.27
11/14/2023,Panama,278,7341.79
11/17/2023,Colombia,234,6312.91
11/20/2023,USA,328,6505.28
11/20/2023,Canada,231,448.32
11/20/2023,Colombia,102,4670.69
11/12/2023,Brazil,328,20032.15
11/27/2023,Panama,198,2437.14
11/19/2023,Colombia,33,646.11
11/8/2023,USA,64,624.57
11/6/2023,Panama,331,17176.7
11/29/2023,Colombia,282,628.74
11/10/2023,Panama,264,1739.2
11/9/2023,Canada,182,5003.51
11/19/2023,Brazil,151,9880.49
11/17/2023,Panama,376,14859.66
11/15/2023,Canada,310,24175.94
11/17/2023,Panama,358,19229.5
11/1/2023,Canada,18,828.97
11/6/2023,Panama,395,11654.63
11/23/2023,Brazil,42,273.26
11/7/2023,Panama,214,67.43
11/24/2023,Panama,92,2445.38
11/26/2023,Brazil,244,49.46
11/16/2023,USA,300,16680.23
11/24/2023,Panama,165,2487.47
11/18/2023,USA,392,2239.96
11/2/2023,USA,98,217.98
11/11/2023,Panama,386,11400.42
11/10/2023,Panama,66,78.41
11/10/2023,Panama,103,4564.02
11/2/2023,Colombia,395,4638.99
11/26/2023,Panama,91,2536.78
11/21/2023,Panama,82,4137.3
11/13/2023,Panama,397,1570.02
11/3/2023,Brazil,196,13260.1
11/17/2023,Brazil,96,2023
11/2/2023,Panama,231,9355.98
11/23/2023,Canada,249,1107.23
11/22/2023,Brazil,72,1094.81
11/17/2023,Panama,115,8576.64
11/21/2023,Brazil,93,238.57
11/19/2023,Panama,130,6833.31
11/16/2023,Canada,309,6457.37
11/4/2023,Colombia,248,24528.13
11/9/2023,Panama,355,5872.09
11/16/2023,Panama,103,5436.94
11/22/2023,Brazil,123,2026.51
11/25/2023,Brazil,390,12084.51
11/1/2023,Brazil,260,19347.42
11/8/2023,Brazil,47,456.61
11/23/2023,Brazil,172,7417.34
11/2/2023,Canada,170,3312.72
11/2/2023,Panama,172,4648.58
11/2/2023,Brazil,282,21144.12
11/6/2023,Brazil,110,1635.3
11/23/2023,Canada,239,488.58
11/1/2023,USA,168,9602.07
11/15/2023,USA,377,1365.3
11/21/2023,Canada,105,468.71
11/19/2023,Brazil,354,10607.38
11/25/2023,Colombia,125,4393.87
11/6/2023,Brazil,26,544.73
11/24/2023,Canada,310,19730.69
11/22/2023,USA,205,2295.5
11/5/2023,Canada,181,6266.05
11/4/2023,Colombia,271,7189.82
11/29/2023,USA,68,2626.39
11/11/2023,Colombia,271,10329.51
11/28/2023,USA,133,6095.8
11/27/2023,Colombia,181,2543.72
11/5/2023,Colombia,135,3113.31
11/6/2023,Panama,89,2724.58
11/14/2023,Brazil,79,3691.7
11/25/2023,Colombia,307,276.19
11/9/2023,Colombia,148,2950.89
11/21/2023,Colombia,110,1315.01
11/23/2023,Brazil,221,16417.44
11/26/2023,Panama,142,3161
11/27/2023,Colombia,347,10243.2
11/8/2023,Brazil,130,5840.04
11/8/2023,Canada,326,12581.25
11/26/2023,Panama,106,1113.74
11/8/2023,USA,342,794.23
11/1/2023,Canada,368,25016.01
11/29/2023,Brazil,131,7068.44
11/2/2023,Brazil,215,2144.89
11/5/2023,Colombia,266,5568.65
11/13/2023,Canada,254,4350.73
11/5/2023,USA,73,222.48
11/7/2023,USA,209,15074.12
11/11/2023,Canada,327,1691.95
11/16/2023,Canada,213,3339.47
11/8/2023,Colombia,24,1898.01
11/2/2023,Colombia,70,3188.96
11/10/2023,Panama,352,31916.04
11/28/2023,Brazil,238,9028.58
11/2/2023,USA,132,10210.29
11/2/2023,Colombia,361,8594.21
11/11/2023,USA,126,2934.41
11/12/2023,Canada,76,5795.93
11/7/2023,Panama,91,437.15
11/8/2023,Brazil,142,3535.27
11/6/2023,Colombia,135,4529.77
11/30/2023,USA,16,453.47
11/11/2023,USA,42,944.14
11/7/2023,Panama,382,17694.84
11/20/2023,USA,153,3859.05
11/18/2023,USA,252,7912.17
11/28/2023,Canada,35,912.98
11/3/2023,USA,254,15204.28
11/4/2023,Colombia,243,15488.5
11/8/2023,Colombia,142,3805.8
11/9/2023,Canada,263,6667.05
11/5/2023,Canada,265,3391.9
11/7/2023,USA,199,6887.09
11/17/2023,Panama,79,2259.23
11/2/2023,Colombia,112,1065.64
11/30/2023,Canada,16,155.62
11/23/2023,Panama,213,3027.9
11/21/2023,USA,351,9388.67
11/9/2023,Brazil,242,17246.47
11/6/2023,Panama,202,8466.71
11/12/2023,Colombia,399,2441.95
11/30/2023,Brazil,52,2205.75
11/6/2023,Colombia,195,9502
11/14/2023,Panama,240,16943.4
11/2/2023,Colombia,107,1291.82
11/7/2023,Panama,319,19294.72
11/27/2023,USA,65,789.39
11/24/2023,USA,55,1950.47
11/15/2023,Brazil,170,4413.24
11/7/2023,Panama,27,456.62
11/5/2023,Canada,219,4986.3
11/21/2023,Brazil,297,252.66
11/2/2023,Panama,144,1993.49
11/14/2023,Brazil,194,14278.25
11/20/2023,Colombia,14,166.63
11/18/2023,USA,15,559.91
11/25/2023,Brazil,224,1214.12
11/25/2023,Brazil,130,2306.18
11/23/2023,Brazil,281,22996.23
11/25/2023,Brazil,332,3250.93
11/28/2023,USA,102,1512.84
11/30/2023,Brazil,398,22955.79
11/6/2023,USA,285,19443.88
11/11/2023,Panama,261,5661.7
11/29/2023,Brazil,52,2905.15
11/13/2023,Brazil,208,10480.59
11/11/2023,Canada,128,5402.03
11/5/2023,Canada,269,11610.76
11/24/2023,USA,263,5620
11/20/2023,Panama,191,4431.46
11/7/2023,Colombia,276,6753.25
11/10/2023,Panama,349,12133.52
11/3/2023,Canada,278,23230.91
11/16/2023,Panama,114,5234.2
11/30/2023,USA,87,2626.17
11/14/2023,Panama,50,331.18
11/23/2023,USA,275,5628.05
11/9/2023,Panama,198,10673.69
11/24/2023,Canada,215,2272.28
11/3/2023,Panama,41,118.74
11/9/2023,USA,285,9231.26
11/9/2023,Canada,65,4723.98
11/24/2023,USA,296,1821.06
11/11/2023,USA,309,10873.02
11/30/2023,Brazil,193,7464.05
11/6/2023,Brazil,50,2311.6
11/23/2023,Brazil,351,2733.78
11/15/2023,Canada,195,4480.51
11/30/2023,Colombia,130,1905.18
11/15/2023,Colombia,65,1321.99
11/1/2023,Brazil,282,12983.47
11/12/2023,Canada,43,1259.83
11/1/2023,Colombia,346,5674.45
11/18/2023,Canada,126,1573.96
11/21/2023,Colombia,135,4674.07
11/19/2023,Colombia,323,2978.04
11/2/2023,USA,351,4682.22
11/16/2023,Brazil,319,14181.14
11/1/2023,Canada,224,1877.33
11/2/2023,USA,200,11258.28
11/13/2023,USA,289,7130.68
11/8/2023,Brazil,395,25048.77
11/23/2023,USA,384,581.38
11/25/2023,Panama,255,833.37
11/3/2023,Colombia,303,9472.17
11/12/2023,Brazil,165,3560.33
11/19/2023,Panama,58,1180.04
11/7/2023,USA,355,2773.47
11/9/2023,Panama,216,4356.29
11/16/2023,Brazil,371,12912.12
11/21/2023,Canada,202,2744.24
11/14/2023,USA,184,3663.78
11/13/2023,Brazil,329,10560.96
11/16/2023,Canada,124,949.9
11/12/2023,USA,53,2677.93
11/29/2023,Colombia,253,13011.52
11/7/2023,Canada,212,9120.87
11/20/2023,Panama,89,3517.07
11/9/2023,Canada,247,2399.73
11/6/2023,USA,244,10724.58
11/1/2023,Brazil,325,13131.24
11/7/2023,Canada,186,6687.26
11/17/2023,Panama,48,3564.62
11/20/2023,USA,204,1768.11
11/3/2023,Brazil,78,330.36
11/16/2023,USA,225,4110.7
11/28/2023,Panama,386,7397.03
11/26/2023,Canada,391,2081.45
11/4/2023,Brazil,385,20824.93
11/28/2023,Canada,44,1457.34
11/24/2023,Brazil,347,4096.08
11/26/2023,Panama,94,4717.48
11/7/2023,Brazil,13,478.07
11/2/2023,Colombia,50,2333.57
11/13/2023,Brazil,379,11278.96
11/20/2023,Panama,322,1108.36
11/1/2023,Colombia,33,209.82
11/21/2023,Colombia,311,8023.74
11/18/2023,Brazil,27,853.56
11/18/2023,Canada,376,8.96
11/20/2023,Colombia,76,1252.3
11/16/2023,USA,22,398.11
11/14/2023,Colombia,214,3449.25
11/7/2023,USA,372,3899.89
11/12/2023,USA,23,1313.12
11/13/2023,USA,26,793
11/29/2023,Panama,361,9785.73
11/29/2023,Canada,280,949.32
11/6/2023,Brazil,244,7942.26
11/7/2023,Panama,229,2233.94
11/1/2023,Canada,185,4228.83
11/19/2023,Colombia,183,3112.75
11/8/2023,Colombia,347,17294.92
11/16/2023,Brazil,319,3987.21
11/24/2023,Colombia,297,4926.62
11/18/2023,Canada,108,77.72
11/5/2023,Brazil,353,14374.11
11/2/2023,Brazil,58,847.45
11/30/2023,Brazil,385,12737.49
11/27/2023,Brazil,366,17508.37
11/18/2023,Colombia,113,1794.65
11/2/2023,Canada,370,8202.49
11/16/2023,Brazil,293,1933.26
11/11/2023,USA,177,2777.86
11/5/2023,Canada,334,5966.53
