Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
8/17/2023,Canada,265,1536.41
8/28/2023,Brazil,332,4365.43
8/24/2023,Colombia,136,2330.32
8/15/2023,Panama,296,6165.58
8/8/2023,USA,58,1106.57
8/20/2023,Canada,153,2906.59
8/31/2023,USA,152,13414.61
8/1/2023,USA,10,72.12
8/5/2023,Panama,103,2495.22
8/26/2023,Colombia,396,12049.03
8/6/2023,Brazil,305,8715.95
8/13/2023,Brazil,41,545.97
8/26/2023,Canada,106,1751.31
8/22/2023,USA,391,4450.66
8/16/2023,Canada,113,303.11
8/13/2023,Brazil,266,20705.37
8/4/2023,USA,333,10668.23
8/9/2023,Panama,359,12897.22
8/17/2023,Canada,235,4636.29
8/15/2023,USA,32,228.71
8/1/2023,Panama,258,4550.25
8/31/2023,USA,118,8733.78
8/19/2023,Brazil,149,4291.43
8/5/2023,Brazil,358,10916.26
8/16/2023,Colombia,324,27295.08
8/31/2023,USA,96,1265.53
8/24/2023,USA,150,116.96
8/21/2023,Canada,284,7723.88
8/23/2023,USA,35,212.48
8/25/2023,Canada,315,6716.05
8/18/2023,Panama,162,4641.13
8/4/2023,Panama,308,10599.23
8/12/2023,Panama,92,3652.53
8/19/2023,Brazil,139,4897.36
8/1/2023,Panama,247,1763.61
8/2/2023,Panama,198,6322.78
8/3/2023,Canada,234,10908.77
8/13/2023,Colombia,324,11645.98
8/18/2023,Brazil,56,1619.11
8/3/2023,Colombia,283,9174.32
8/10/2023,USA,392,15149.82
8/21/2023,USA,354,2738.61
8/4/2023,Colombia,281,7099.62
8/2/2023,Colombia,284,5934.32
8/23/2023,Brazil,189,11425.64
8/20/2023,Canada,350,7078.48
8/13/2023,Colombia,48,1330.34
8/5/2023,Panama,264,17305.05
8/2/2023,Brazil,272,19239.29
8/13/2023,Colombia,387,13986.33
8/2/2023,Canada,132,557.76
8/28/2023,Brazil,308,2697.73
8/16/2023,Brazil,86,2060.93
8/18/2023,Panama,297,20160.05
8/31/2023,Brazil,287,2831.46
8/20/2023,Canada,54,890.25
8/20/2023,USA,397,12393.6
8/3/2023,Canada,175,2419.8
8/15/2023,Colombia,30,628.64
8/17/2023,Panama,363,2782.25
8/15/2023,Canada,193,3894.79
8/23/2023,Colombia,304,14834.51
8/3/2023,USA,58,4861.46
8/6/2023,Canada,171,11817.3
8/8/2023,Panama,57,244.33
8/14/2023,Canada,399,15299.62
8/3/2023,Canada,131,5889.28
8/27/2023,USA,356,32266.22
8/11/2023,Panama,14,471.09
8/8/2023,Canada,30,433.17
8/29/2023,Canada,91,3170.26
8/31/2023,Colombia,192,10260.17
8/10/2023,Canada,179,8857.64
8/11/2023,USA,77,1438.94
8/17/2023,Brazil,372,839.56
8/1/2023,Colombia,196,340.7
8/21/2023,Panama,199,9159.47
8/17/2023,Brazil,227,11305.27
8/22/2023,Panama,344,17350.85
8/8/2023,USA,172,8770.96
8/10/2023,USA,174,2705.94
8/28/2023,Panama,239,900.29
8/11/2023,Panama,220,7055.65
8/11/2023,Canada,244,1934.08
8/18/2023,Colombia,173,5470.73
8/23/2023,Brazil,344,11054.01
8/13/2023,Brazil,343,6824.76
8/24/2023,Panama,89,5399.27
8/3/2023,Panama,363,4217.31
8/13/2023,Colombia,172,1784.34
8/11/2023,Panama,328,18648.81
8/6/2023,Canada,152,1774.74
8/31/2023,Colombia,275,3260.22
8/15/2023,USA,186,2097.33
8/16/2023,Canada,125,6206.21
8/23/2023,Brazil,258,10264.6
8/28/2023,Colombia,76,1157.17
8/6/2023,Brazil,76,5899.7
8/21/2023,Panama,57,3345.7
8/28/2023,Canada,147,1899.17
8/30/2023,Colombia,319,22333.11
8/18/2023,Brazil,226,2851.85
8/26/2023,Colombia,123,5892.96
8/12/2023,Canada,286,5430.62
8/7/2023,Canada,62,100.53
8/10/2023,Canada,324,17492.24
8/26/2023,USA,55,1525.4
8/25/2023,Colombia,214,10801
8/27/2023,Colombia,242,12344.99
8/9/2023,Canada,41,230.82
8/10/2023,Colombia,241,17992.81
8/17/2023,Panama,198,3271.67
8/24/2023,Panama,22,127.15
8/25/2023,USA,349,12197.45
8/26/2023,Panama,336,8108.34
8/19/2023,Colombia,269,4561.93
8/7/2023,USA,336,22694.19
8/27/2023,USA,165,9925.01
8/10/2023,Canada,165,4774.33
8/5/2023,Canada,159,1915.29
8/29/2023,Canada,19,47.98
8/11/2023,Canada,157,3602.76
8/26/2023,USA,343,9976.91
8/6/2023,Panama,38,1139.81
8/17/2023,Canada,321,2322.18
8/20/2023,Canada,42,501.99
8/30/2023,Colombia,378,15535.38
8/20/2023,Brazil,75,1431.97
8/14/2023,USA,332,7083.74
8/8/2023,Brazil,289,7489.71
8/3/2023,USA,29,186.48
8/15/2023,Panama,108,5580.59
8/4/2023,Brazil,156,3006.36
8/14/2023,Canada,346,12922.6
8/10/2023,Panama,333,5491.01
8/14/2023,Colombia,149,6810.14
8/27/2023,Canada,200,5283.61
8/16/2023,Brazil,261,10273.01
8/31/2023,Colombia,111,3876.9
8/29/2023,Canada,286,2086.89
8/27/2023,Brazil,184,3375.15
8/28/2023,Panama,143,1561.63
8/27/2023,Colombia,174,4517.39
8/22/2023,Panama,48,1306.64
8/11/2023,Brazil,164,2581.85
8/24/2023,Colombia,203,2842.75
8/28/2023,Panama,218,15427.88
8/17/2023,Colombia,198,349.66
8/15/2023,Panama,226,10315.92
8/24/2023,Brazil,124,2011.43
8/22/2023,Colombia,128,7323.6
8/18/2023,Canada,269,11877.31
8/17/2023,Brazil,72,2673.69
8/6/2023,Panama,45,809.54
8/19/2023,USA,203,4547.94
8/24/2023,Colombia,253,18903.56
8/7/2023,Canada,159,5981.15
8/3/2023,Colombia,347,5460.18
8/5/2023,Colombia,395,1763.78
8/8/2023,USA,166,13148.4
8/20/2023,Canada,319,8521.76
8/29/2023,USA,150,2386.45
8/14/2023,Panama,25,6.05
8/9/2023,Brazil,397,1077.12
8/20/2023,Colombia,174,2866.15
8/22/2023,Colombia,158,4093.47
8/9/2023,Canada,388,4640.41
8/24/2023,Colombia,231,8277.62
8/4/2023,Colombia,66,2568.93
8/2/2023,Canada,158,7156.92
8/14/2023,Brazil,203,762.09
8/11/2023,Panama,291,19949.67
8/9/2023,USA,99,170.24
8/30/2023,Canada,194,3300.7
8/27/2023,Canada,237,1751.98
8/15/2023,Brazil,142,998.77
8/10/2023,Canada,346,8953.86
8/21/2023,Canada,143,5041.19
8/31/2023,Brazil,333,2842.84
8/26/2023,Canada,361,826.4
8/26/2023,Panama,124,8872.55
8/2/2023,Colombia,234,9012.88
8/29/2023,USA,242,422.58
8/30/2023,Canada,208,1751.07
8/9/2023,Panama,231,3770.48
8/21/2023,Colombia,303,4390.57
8/26/2023,Brazil,283,3596.31
8/5/2023,Canada,136,1076.9
8/17/2023,Colombia,344,11396.81
8/7/2023,Canada,169,1424.65
8/5/2023,Brazil,114,129.23
8/9/2023,Brazil,134,593.99
8/24/2023,Colombia,223,4334.43
8/3/2023,Canada,316,9217.34
8/2/2023,Colombia,160,12961.01
8/7/2023,Canada,184,6425.66
8/6/2023,Brazil,397,13647.63
8/13/2023,USA,118,602.98
8/18/2023,Brazil,115,1667.25
8/31/2023,USA,293,18968.48
8/9/2023,USA,283,10042.62
8/18/2023,USA,388,17056.8
8/5/2023,USA,32,730.57
8/19/2023,Panama,288,445.2
8/3/2023,Colombia,308,16482.51
8/16/2023,Brazil,238,14578.91
8/22/2023,USA,178,6638.18
8/21/2023,Panama,377,8710.13
8/13/2023,Canada,326,919.38
8/3/2023,Canada,344,22212.08
8/24/2023,USA,377,8569.33
8/20/2023,USA,25,469.56
8/23/2023,Brazil,226,1185.47
8/21/2023,Panama,57,1814.88
8/25/2023,Panama,312,10451.89
8/13/2023,Canada,254,234.76
8/11/2023,Panama,394,11083.84
8/20/2023,Colombia,335,8452.57
8/18/2023,USA,324,3862.21
8/7/2023,Canada,210,2954.14
8/13/2023,Canada,313,7570.09
8/30/2023,USA,94,170.63
8/21/2023,Panama,344,361.63
8/5/2023,Canada,210,3638.62
8/24/2023,Colombia,223,2343.32
8/19/2023,USA,375,2257.85
8/29/2023,Panama,43,1803.7
8/28/2023,USA,284,1505.07
8/8/2023,Canada,69,855.81
8/7/2023,Canada,270,4166.18
8/28/2023,Canada,359,2974.38
8/31/2023,Panama,17,1281.62
8/23/2023,Colombia,149,4997.27
8/29/2023,Colombia,297,6890.79
8/4/2023,USA,138,1481.36
8/31/2023,Brazil,155,3657.32
8/25/2023,Panama,366,4363.9
8/12/2023,Panama,50,727.52
8/30/2023,Panama,35,2852.34
8/31/2023,USA,196,3354.27
8/14/2023,Colombia,224,4676.77
8/19/2023,Brazil,182,4927.56
8/2/2023,Brazil,40,45.02
8/15/2023,USA,380,16537.2
8/5/2023,Panama,343,10136.64
8/11/2023,USA,239,1718.34
8/23/2023,Canada,41,3366.66
8/30/2023,Colombia,316,2015.14
8/2/2023,USA,376,4401.2
8/24/2023,Brazil,325,2444.32
8/31/2023,Canada,124,5079.33
8/4/2023,Canada,209,9340.24
8/13/2023,Brazil,114,1864.92
8/16/2023,Panama,265,1632.22
8/13/2023,Colombia,146,9439.35
8/2/2023,Canada,13,470.99
8/12/2023,Panama,89,1027.64
8/1/2023,Colombia,248,653.45
8/31/2023,Brazil,210,10149.59
8/29/2023,USA,220,4131.67
8/4/2023,Colombia,104,3363.33
8/30/2023,Canada,99,2594.64
8/7/2023,Colombia,241,4820.14
8/28/2023,USA,104,5533.73
8/31/2023,Brazil,210,7970.15
8/2/2023,USA,382,17473.58
8/10/2023,USA,48,1923.14
8/22/2023,USA,219,6542.44
8/22/2023,Colombia,274,15873.07
8/31/2023,Colombia,252,14739.7
8/28/2023,USA,55,3157.73
8/27/2023,Panama,226,4134.85
8/27/2023,Colombia,367,2255.78
8/19/2023,Brazil,13,633.68
8/19/2023,Colombia,61,2409.82
8/27/2023,Canada,369,29551.49
8/26/2023,Colombia,99,2479.91
8/25/2023,Panama,125,6642.33
8/4/2023,Canada,30,247.67
8/30/2023,Canada,372,1780.03
8/21/2023,Brazil,269,6181.24
8/26/2023,Panama,388,4139.96
8/28/2023,USA,208,2359.43
8/1/2023,USA,281,9749.91
8/17/2023,Colombia,395,8244.05
8/23/2023,Panama,342,2096.31
8/13/2023,Canada,138,9241.53
8/19/2023,Brazil,328,3945.57
8/25/2023,Colombia,367,19711.83
8/26/2023,USA,268,12960.83
8/2/2023,USA,268,8305.1
8/20/2023,Colombia,296,15549.87
8/16/2023,Canada,365,19659.33
8/15/2023,Brazil,11,213.28
8/7/2023,Brazil,244,22292.51
8/27/2023,USA,138,4326.53
8/28/2023,Colombia,133,272.27
8/2/2023,Panama,390,5003.57
8/12/2023,Canada,130,8888.41
8/15/2023,USA,88,2279.2
8/5/2023,Panama,155,9424.24
8/24/2023,Panama,57,202.31
8/5/2023,Canada,227,12288.88
8/2/2023,Colombia,123,5959.37
8/6/2023,Brazil,300,5782.22
8/25/2023,Canada,213,7995.49
8/16/2023,Colombia,218,11083.8
8/20/2023,USA,303,7191.23
8/17/2023,Brazil,24,55.98
8/16/2023,Brazil,247,5500.39
8/29/2023,USA,152,799.8
8/29/2023,Colombia,81,148.67
8/13/2023,Canada,139,2883.52
8/8/2023,Colombia,308,25104.61
8/13/2023,Canada,179,10093.18
8/5/2023,Canada,296,5425.91
8/10/2023,Colombia,304,1444.24
8/11/2023,Colombia,64,2063.97
8/25/2023,Colombia,389,3592.26
8/9/2023,Canada,15,1282.7
8/25/2023,Brazil,29,870.26
8/27/2023,USA,40,181.65
8/27/2023,Brazil,250,10150.46
8/31/2023,Panama,130,2739.11
8/19/2023,Colombia,67,1867.54
8/29/2023,Canada,181,1092.1
8/11/2023,Brazil,267,10973.35
8/25/2023,USA,196,9777.88
8/18/2023,USA,353,7394.09
8/22/2023,Brazil,86,7401.62
8/1/2023,Colombia,250,4671.64
8/12/2023,Brazil,224,4003.22
8/21/2023,Canada,130,1285.31
8/4/2023,Panama,163,5374.6
8/21/2023,Brazil,125,1000.11
8/24/2023,Canada,146,401.3
8/19/2023,USA,92,176.03
8/30/2023,Canada,99,6545.62
8/23/2023,Brazil,229,5275.68
8/14/2023,Brazil,133,4525.39
8/9/2023,Panama,165,6562.26
8/12/2023,Colombia,308,2387.25
8/13/2023,Canada,179,2413.35
8/17/2023,Panama,28,135.92
8/13/2023,Panama,388,2648.98
8/1/2023,Brazil,355,1014.37
8/12/2023,Brazil,204,2637.08
8/12/2023,Canada,291,11000.52
8/14/2023,USA,100,2622.76
8/11/2023,Colombia,279,4183.97
8/18/2023,Panama,24,246.78
8/26/2023,Panama,388,24843.17
8/3/2023,USA,311,5908.18
8/18/2023,Canada,287,1368.38
8/8/2023,Panama,123,1040.27
8/9/2023,USA,33,2583.8
8/17/2023,Panama,286,1643.24
8/24/2023,Canada,291,2820.69
8/21/2023,Colombia,79,3247.85
8/18/2023,USA,40,2739.86
8/16/2023,Canada,337,4513.55
8/5/2023,Brazil,51,3741.07
8/24/2023,Colombia,12,82.02
8/24/2023,Colombia,150,2644.68
8/5/2023,Brazil,232,1669.21
8/6/2023,Panama,361,17611.02
8/14/2023,USA,260,9576.87
8/17/2023,Brazil,33,1503.33
8/16/2023,USA,293,12967.21
8/18/2023,Panama,362,4214.56
8/13/2023,Canada,122,1674.68
8/9/2023,Colombia,147,13806.57
8/5/2023,Colombia,237,7321.44
8/10/2023,Brazil,228,11284
8/14/2023,Colombia,389,14409.99
8/17/2023,Canada,337,28131.88
8/27/2023,Panama,85,3734.82
8/29/2023,USA,360,12205.46
8/17/2023,USA,342,17061.99
8/8/2023,Brazil,147,3260.67
8/9/2023,Colombia,14,653.56
8/2/2023,Canada,73,341.32
8/31/2023,Colombia,268,4862.28
8/1/2023,Colombia,108,4522.38
8/18/2023,USA,156,9428.24
8/30/2023,Canada,324,6460.92
8/16/2023,Brazil,208,4732.61
8/18/2023,Colombia,170,7404.3
8/28/2023,Colombia,39,1970.8
8/10/2023,Colombia,82,2236.99
8/20/2023,Brazil,274,3778.11
8/5/2023,Panama,209,7501
8/26/2023,Colombia,19,45.13
8/11/2023,Panama,245,5046.22
8/13/2023,USA,151,10178.49
8/29/2023,Colombia,261,380.43
8/27/2023,Colombia,146,618.32
8/14/2023,Canada,273,21676.66
8/23/2023,Canada,297,11241.36
8/25/2023,USA,253,6620.27
8/14/2023,Brazil,300,12836.26
8/4/2023,Brazil,30,628.17
8/22/2023,USA,297,20693.9
8/31/2023,Canada,363,6454.66
8/1/2023,Panama,306,13769.81
8/31/2023,Panama,358,6507.98
8/25/2023,Colombia,343,1067.8
8/17/2023,Canada,118,5873.81
8/4/2023,USA,277,13223.91
8/31/2023,Brazil,53,62.5
8/23/2023,Brazil,87,2742.6
8/14/2023,Canada,52,1308.63
8/16/2023,Panama,322,13781.1
8/13/2023,Panama,154,8099.38
8/25/2023,Panama,141,4076.59
8/20/2023,Panama,234,16631.31
8/16/2023,Colombia,373,28175.92
8/9/2023,Panama,232,5431.28
8/29/2023,Panama,115,1557.19
8/28/2023,Canada,221,4984.58
8/3/2023,USA,193,11804.14
8/17/2023,USA,297,370.91
8/17/2023,Colombia,389,19368.62
8/16/2023,USA,44,410.4
8/24/2023,Panama,152,327.07
8/11/2023,Brazil,127,4103.52
