Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
5/26/2023,Colombia,152,6281.23
5/19/2023,Colombia,227,3756.37
5/23/2023,USA,240,14213.62
5/14/2023,Panama,21,582.11
5/3/2023,Panama,166,3419.7
5/19/2023,Colombia,333,8269.16
5/18/2023,Colombia,372,3251.72
5/31/2023,Brazil,62,2236.23
5/15/2023,Canada,382,10025.02
5/12/2023,USA,81,2738.29
5/14/2023,Brazil,87,600.46
5/2/2023,Panama,316,7758.2
5/6/2023,Panama,237,7356.49
5/3/2023,USA,208,14222.76
5/3/2023,Colombia,320,632.93
5/5/2023,USA,188,3369.45
5/4/2023,Brazil,37,249.22
5/21/2023,Panama,281,18243.94
5/27/2023,Canada,48,626.29
5/13/2023,Canada,83,3313.13
5/26/2023,Colombia,286,212.31
5/28/2023,Brazil,48,805.02
5/20/2023,Colombia,368,3558.41
5/15/2023,Canada,95,5648.31
5/16/2023,Colombia,235,14645.56
5/28/2023,Panama,42,1747.15
5/18/2023,Brazil,179,5661.26
5/15/2023,Panama,366,8742.99
5/22/2023,Panama,287,21360.2
5/30/2023,USA,98,4019.31
5/9/2023,USA,37,3067.07
5/29/2023,Brazil,133,3719.89
5/12/2023,USA,191,3708.06
5/12/2023,USA,158,6467.96
5/21/2023,USA,333,2727.98
5/22/2023,USA,353,5707.54
5/28/2023,USA,86,2082.21
5/2/2023,Panama,60,697.54
5/10/2023,Brazil,42,3319.27
5/31/2023,USA,304,8121.58
5/2/2023,USA,277,1813.98
5/5/2023,Colombia,168,5593.13
5/20/2023,Canada,274,4328.78
5/7/2023,Colombia,131,2316.93
5/30/2023,Panama,57,1236.33
5/25/2023,USA,28,1516.39
5/14/2023,Colombia,270,4194.98
5/10/2023,Panama,389,1220.06
5/21/2023,USA,378,13746.61
5/14/2023,Colombia,55,578.22
5/13/2023,Colombia,103,1729.64
5/16/2023,Brazil,392,15850.82
5/9/2023,Colombia,205,968.47
5/5/2023,Brazil,118,1295.89
5/30/2023,USA,338,22690.94
5/11/2023,Colombia,297,6407.89
5/26/2023,Brazil,76,537.78
5/24/2023,Canada,98,7818.52
5/23/2023,Colombia,159,3190
5/23/2023,Brazil,81,2650.29
5/24/2023,Brazil,53,403.38
5/10/2023,USA,126,1141.36
5/22/2023,Colombia,45,1936.91
5/31/2023,Panama,10,25.62
5/4/2023,Canada,258,11822.81
5/6/2023,Colombia,380,4524.49
5/9/2023,Colombia,200,3904.45
5/24/2023,Canada,222,984.23
5/17/2023,Panama,130,8289.85
5/24/2023,Panama,124,1577.18
5/15/2023,USA,283,11528.38
5/11/2023,Brazil,391,7658.5
5/13/2023,Canada,329,5654.56
5/10/2023,USA,107,6974.23
5/23/2023,Canada,309,12842.1
5/27/2023,Brazil,354,10668.16
5/2/2023,Panama,45,600.64
5/16/2023,Canada,174,3906.14
5/22/2023,Canada,88,2471.68
5/23/2023,Brazil,46,3565.28
5/14/2023,Brazil,356,3373.49
5/24/2023,Canada,255,920.88
5/29/2023,USA,175,4717.61
5/31/2023,USA,348,23937.89
5/8/2023,Brazil,146,11301.28
5/4/2023,Brazil,358,12797.64
5/24/2023,USA,193,5038.53
5/5/2023,USA,319,3166.49
5/7/2023,Brazil,248,234.58
5/8/2023,Canada,334,15733.4
5/4/2023,Panama,183,2534.76
5/15/2023,Colombia,135,4426.32
5/21/2023,Colombia,169,2889.55
5/15/2023,USA,269,5767.83
5/21/2023,Brazil,189,5739.61
5/18/2023,Colombia,100,2333.76
5/17/2023,USA,394,14121.25
5/12/2023,USA,74,5263.27
5/15/2023,Colombia,158,5572.16
5/19/2023,Panama,197,11491.63
