Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
3/8/2023,Colombia,95,2327.43
3/14/2023,Panama,377,25533.11
3/7/2023,Canada,339,7557.65
3/22/2023,USA,309,10056.43
3/28/2023,Panama,349,9456.26
3/4/2023,Canada,163,10693.76
3/10/2023,Brazil,347,12715.55
3/6/2023,Panama,150,1865.58
3/26/2023,Colombia,184,6028.28
3/19/2023,Panama,239,14974.13
3/2/2023,Panama,179,2374.68
3/23/2023,Colombia,136,7575.17
3/17/2023,USA,275,7359.43
3/9/2023,Panama,125,11257.09
3/25/2023,Colombia,154,2893.3
3/3/2023,Panama,282,17272.09
3/14/2023,Brazil,59,638.41
3/30/2023,Brazil,234,3269.98
3/23/2023,Panama,167,1445.71
3/20/2023,USA,260,3730.3
3/8/2023,Canada,138,6957.9
3/8/2023,Brazil,297,4785.21
3/24/2023,Panama,373,12083.59
3/9/2023,Panama,100,9225.41
3/10/2023,Brazil,326,20578.6
3/2/2023,Panama,191,6847.77
3/25/2023,Panama,111,5681.79
3/17/2023,Brazil,354,11494.38
3/3/2023,Panama,123,8945.28
3/15/2023,Brazil,17,809.78
3/21/2023,Canada,228,6600.27
3/28/2023,Colombia,264,3406.28
3/5/2023,Canada,330,4516.41
3/17/2023,Canada,327,7203.28
3/12/2023,Canada,321,4787.62
3/21/2023,USA,116,1423.69
3/31/2023,Colombia,335,6902.02
3/29/2023,Colombia,44,1573.23
3/17/2023,Canada,177,11049.93
3/11/2023,USA,84,2251.19
3/5/2023,Colombia,284,9100.6
3/23/2023,Canada,13,243.09
3/22/2023,Brazil,375,6728.95
3/1/2023,Canada,245,21329.32
3/10/2023,Canada,259,5936.95
3/1/2023,Panama,120,19.23
3/6/2023,Brazil,59,1426.94
3/1/2023,Colombia,21,938.51
3/4/2023,USA,42,2338.65
3/11/2023,USA,121,1842.54
3/5/2023,Canada,133,3448.99
3/2/2023,USA,300,15047.92
3/24/2023,USA,265,10773.69
3/20/2023,Brazil,299,9234.44
3/16/2023,Colombia,142,5208.05
3/26/2023,USA,62,1910.55
3/26/2023,USA,288,26071.3
3/30/2023,Brazil,84,1529.2
3/16/2023,Panama,361,13539.63
3/13/2023,Panama,166,5164.82
3/18/2023,Canada,233,2359.93
3/22/2023,USA,146,10969.18
3/9/2023,Brazil,12,265.21
3/22/2023,Colombia,77,679.69
3/1/2023,Brazil,330,16304.19
3/18/2023,Brazil,52,282.67
3/15/2023,Brazil,340,6866.17
3/30/2023,USA,252,5764.04
3/16/2023,Colombia,125,4078.71
3/9/2023,Colombia,231,22348.09
3/29/2023,Canada,123,2760.27
3/6/2023,Colombia,223,2460.7
3/21/2023,Canada,309,25937.26
3/21/2023,Brazil,351,122.05
3/17/2023,Panama,152,3473.53
3/1/2023,Colombia,375,1743.96
3/17/2023,Brazil,350,2320.24
3/18/2023,Colombia,234,10897.2
3/10/2023,Canada,350,4257.85
3/10/2023,Brazil,390,36749.9
3/18/2023,USA,358,16081.24
3/25/2023,Brazil,101,781.84
3/30/2023,Brazil,19,38.12
3/20/2023,USA,143,4277.05
3/15/2023,USA,385,7498.51
3/30/2023,Brazil,360,28519.98
3/30/2023,Canada,44,2635.02
3/19/2023,USA,50,2328.1
3/15/2023,Colombia,310,3944.66
3/24/2023,Canada,187,6359.91
3/5/2023,Panama,185,4189.43
3/2/2023,USA,322,18647.32
3/24/2023,Brazil,220,3272.31
3/15/2023,Canada,195,8223.74
3/7/2023,USA,148,2334.89
3/2/2023,Brazil,287,5442.03
3/31/2023,Canada,202,6633.31
3/22/2023,Brazil,274,1400.58
3/2/2023,USA,271,4330.1
3/22/2023,Panama,190,9255.81
3/8/2023,Panama,45,3472.2
3/24/2023,USA,53,1289.98
3/6/2023,Colombia,59,3778.7
3/2/2023,Panama,307,9825.33
3/1/2023,Brazil,21,705.43
3/10/2023,USA,88,1844.85
3/22/2023,Canada,364,17685.07
3/21/2023,Canada,111,4131.33
3/26/2023,Panama,251,5165.67
3/27/2023,Brazil,51,293.13
3/11/2023,Colombia,87,7239.79
3/20/2023,Panama,222,11914.38
3/19/2023,Panama,203,7589.27
3/20/2023,USA,371,4144.23
3/6/2023,Brazil,317,6727.08
3/26/2023,USA,390,28777.31
3/26/2023,Colombia,312,4246.25
3/9/2023,Brazil,162,4370.14
3/12/2023,USA,36,1844.01
3/27/2023,Brazil,54,1648.55
3/6/2023,Brazil,221,1618.7
3/16/2023,Colombia,278,13581.7
3/10/2023,USA,252,3187.77
3/7/2023,Panama,171,11069.42
3/15/2023,Panama,271,14818.65
3/11/2023,USA,189,12030.73
3/4/2023,Brazil,331,7276.46
3/10/2023,Canada,319,3905.21
3/10/2023,Panama,79,1361.8
3/16/2023,Canada,291,1168.28
3/22/2023,Colombia,116,3249.67
3/19/2023,Canada,320,1667.34
3/10/2023,USA,337,3863.87
3/3/2023,Panama,125,2255.66
3/25/2023,Canada,170,8649.55
3/8/2023,Brazil,119,4840.04
3/28/2023,Panama,148,3462.6
3/22/2023,USA,380,14205.43
3/9/2023,USA,359,2434.72
3/16/2023,USA,89,3595.53
3/8/2023,Canada,392,1379.86
3/17/2023,Brazil,151,2206.93
3/3/2023,USA,155,2899.65
3/16/2023,Colombia,370,8150.54
3/17/2023,Panama,293,9024.29
3/19/2023,Canada,266,2614.44
3/11/2023,Panama,262,13650.37
3/25/2023,Panama,123,5206.13
3/31/2023,Colombia,329,10854.88
3/27/2023,Canada,105,901.54
3/14/2023,Canada,378,12162.08
3/16/2023,Canada,198,12816.04
3/30/2023,USA,29,929.21
3/6/2023,USA,261,11490.92
3/28/2023,Panama,74,2044.38
3/26/2023,Brazil,27,260.11
3/21/2023,Canada,69,4625.44
3/30/2023,Panama,263,12049
3/11/2023,Brazil,337,16791.81
3/30/2023,Canada,170,4022.81
3/24/2023,USA,102,638.37
3/24/2023,USA,69,1582.46
3/13/2023,Canada,122,1471.84
3/3/2023,Panama,60,2050.05
3/1/2023,Brazil,294,3781.43
3/20/2023,USA,329,12098.23
3/19/2023,Brazil,94,4224.3
3/9/2023,USA,252,2622.98
3/3/2023,Brazil,354,26971.78
3/22/2023,Panama,176,5652.58
3/3/2023,Panama,63,266.36
3/19/2023,Panama,167,8436.45
3/16/2023,USA,361,5685.54
3/30/2023,Canada,122,1685.54
3/23/2023,Brazil,205,6479.62
3/7/2023,Canada,84,6281.87
3/7/2023,Canada,378,6530.52
3/7/2023,Canada,57,1385.29
3/4/2023,Brazil,43,523.84
3/18/2023,Panama,240,6623.29
3/23/2023,USA,43,1196.28
3/14/2023,Panama,340,29618.13
3/19/2023,Brazil,20,133.92
3/4/2023,Brazil,177,3046.36
3/24/2023,USA,340,7836.67
3/9/2023,USA,110,4812.54
3/11/2023,Panama,209,4766.78
3/18/2023,Colombia,209,12372.06
3/4/2023,Brazil,239,569.32
3/27/2023,Colombia,337,11246.36
3/23/2023,Colombia,104,3098.97
3/27/2023,Canada,237,1094.25
3/28/2023,Canada,55,2426.3
3/11/2023,Brazil,129,3898.76
3/3/2023,Colombia,195,1970.56
3/12/2023,Panama,400,3538.93
3/9/2023,Panama,248,13289.86
3/10/2023,Panama,361,17512.72
3/17/2023,Colombia,249,4354.96
3/18/2023,Canada,160,9034.22
3/24/2023,USA,199,5392.03
3/7/2023,USA,240,4064.12
3/10/2023,Brazil,291,13549.22
3/17/2023,USA,378,5687.77
3/6/2023,Colombia,225,9249.71
3/12/2023,Colombia,26,354.88
3/12/2023,Panama,168,9730.1
3/31/2023,Colombia,240,145.32
3/16/2023,Canada,11,51.43
3/21/2023,Panama,156,3888.81
3/17/2023,Colombia,212,309.26
3/13/2023,Canada,137,891.15
3/21/2023,Panama,102,2134.36
3/14/2023,Panama,144,3127.52
3/17/2023,Brazil,360,4405.11
3/21/2023,Panama,152,2132.08
3/6/2023,Panama,390,23990.7
3/8/2023,Canada,17,1528.84
3/31/2023,Brazil,337,2750.29
3/28/2023,USA,319,10656.61
3/8/2023,USA,155,11919.24
3/10/2023,Panama,385,11010.65
3/15/2023,USA,246,6002.69
3/2/2023,USA,240,3783.21
3/22/2023,Panama,299,3707.41
3/22/2023,Brazil,120,660.37
3/9/2023,Panama,197,10554.67
