Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
7/3/2023,Panama,84,2199.05
7/21/2023,Panama,18,209.37
7/17/2023,Brazil,87,244.69
7/19/2023,Canada,106,3253.84
7/23/2023,Colombia,207,740.66
7/22/2023,Canada,293,2073.09
7/1/2023,USA,153,3907.08
7/8/2023,USA,55,1096.13
7/10/2023,Canada,132,760.96
7/23/2023,Canada,300,3376.64
7/17/2023,Colombia,394,14291.57
7/11/2023,Brazil,64,1023.86
7/25/2023,USA,369,20092
7/26/2023,Panama,22,124.78
7/15/2023,USA,101,8158.1
7/3/2023,Brazil,20,1472.66
7/20/2023,Brazil,341,6566.85
7/19/2023,USA,16,300.05
7/21/2023,Canada,356,5223.09
7/29/2023,Canada,281,7069.63
7/26/2023,USA,182,6155.31
7/19/2023,Brazil,288,8763.97
7/28/2023,USA,98,5103.57
7/27/2023,Colombia,169,2212.45
7/25/2023,Brazil,229,3130.65
7/26/2023,Colombia,366,18098.81
7/2/2023,Brazil,111,497.09
7/31/2023,Canada,197,3607.24
7/16/2023,Brazil,289,7736.58
7/10/2023,USA,129,8108.97
7/15/2023,Panama,48,1620.66
7/21/2023,Colombia,108,2217.73
7/10/2023,Panama,108,1837.97
7/20/2023,Brazil,204,5517.72
7/22/2023,Brazil,203,5009.44
7/7/2023,Brazil,246,9234.68
7/25/2023,Colombia,58,2180.05
7/17/2023,Canada,285,4669.43
7/8/2023,Brazil,55,3496.61
7/17/2023,Brazil,338,21309.01
7/10/2023,Canada,314,10549.55
7/15/2023,Brazil,156,403.87
7/2/2023,USA,73,1171.31
7/3/2023,Panama,87,2350.27
7/30/2023,Colombia,225,8067.92
7/17/2023,Canada,252,7317.64
7/23/2023,USA,265,4551.99
7/3/2023,USA,75,1462.24
7/19/2023,Panama,240,4368.04
7/7/2023,Canada,310,20485.21
7/26/2023,Brazil,322,728.82
7/15/2023,USA,307,15548.57
7/29/2023,Colombia,288,6352.69
7/17/2023,Panama,333,10280.75
7/10/2023,USA,105,281.11
7/31/2023,Canada,135,7740.17
7/17/2023,Panama,109,4501.18
7/21/2023,Colombia,347,11204.71
7/7/2023,Canada,240,4715.39
7/25/2023,Colombia,394,5371.87
7/14/2023,Panama,91,3182.61
7/13/2023,Brazil,228,4797.53
7/1/2023,Panama,259,2239.12
7/9/2023,USA,164,6298.01
7/22/2023,Brazil,171,2787.31
7/29/2023,Colombia,38,149.59
7/28/2023,Colombia,325,4052.77
7/25/2023,Panama,125,1012.57
7/26/2023,Colombia,61,1011.79
7/19/2023,Panama,28,1902.61
7/26/2023,Panama,106,2700.13
7/17/2023,Panama,140,7395.39
7/20/2023,USA,44,3034.07
7/31/2023,Brazil,362,7888.01
7/10/2023,USA,178,12122.19
7/18/2023,Colombia,258,19867.06
7/4/2023,Canada,387,17083.67
7/12/2023,Canada,61,2470.41
7/12/2023,Brazil,387,9999.96
7/22/2023,Brazil,362,14385.03
7/6/2023,Colombia,278,11771.57
7/13/2023,Panama,216,549.32
7/2/2023,Colombia,99,1818.57
7/26/2023,Brazil,226,1667.28
7/13/2023,Canada,192,944.3
7/13/2023,Canada,164,3359.82
7/10/2023,Canada,219,630.51
7/9/2023,Brazil,34,114.64
7/2/2023,USA,160,4037.16
7/7/2023,USA,311,10345.37
7/20/2023,Panama,81,2064.23
7/8/2023,Panama,135,8328.14
7/11/2023,Canada,228,17234.47
7/6/2023,Colombia,312,10307.54
7/10/2023,Colombia,346,1206.16
7/19/2023,Brazil,54,1588.41
7/11/2023,Brazil,149,6044.85
7/25/2023,Panama,103,690.97
7/31/2023,Brazil,120,1397.91
7/21/2023,Canada,236,5300.53
7/28/2023,Colombia,172,1368.44
7/11/2023,Panama,209,4785.22
7/18/2023,Brazil,324,3966
7/16/2023,Brazil,68,4038.26
7/29/2023,Colombia,301,10510.02
7/2/2023,Panama,338,7829.54
7/28/2023,Brazil,320,3739.63
7/2/2023,Canada,357,14575.95
7/7/2023,Canada,151,9844
7/7/2023,Brazil,35,103.28
7/1/2023,Brazil,58,810.24
7/24/2023,Canada,47,1040.67
7/8/2023,Brazil,225,5745.23
7/31/2023,Brazil,372,354.22
7/16/2023,USA,206,7114.77
7/14/2023,Colombia,201,3379.71
7/31/2023,Canada,148,2281.33
7/9/2023,Brazil,55,288.18
7/10/2023,Panama,89,325.8
7/25/2023,USA,298,16674.1
7/17/2023,Colombia,336,5639.09
7/25/2023,Brazil,52,924.47
7/21/2023,Panama,52,1987.95
7/1/2023,Colombia,289,14994.71
7/28/2023,Colombia,362,15189.66
7/3/2023,Colombia,107,7000.31
7/25/2023,USA,374,4523.09
7/6/2023,Canada,394,10837.93
7/20/2023,Colombia,276,11978.9
7/31/2023,Brazil,196,3609.05
7/13/2023,Colombia,390,6963.1
7/19/2023,Panama,150,12094.49
7/6/2023,Colombia,389,15179.52
7/23/2023,Brazil,198,2704.1
7/1/2023,Brazil,114,550.31
7/21/2023,Canada,323,11316.61
7/14/2023,USA,55,937.66
7/28/2023,Brazil,132,1157.4
7/19/2023,Brazil,165,4405.31
7/25/2023,Brazil,390,24052.82
7/11/2023,USA,193,7700.78
7/12/2023,Brazil,302,5917.33
7/11/2023,USA,273,5221.03
7/7/2023,Canada,277,14661.07
7/28/2023,Colombia,341,1969.92
7/28/2023,Brazil,386,13514.27
7/8/2023,Canada,117,3559.25
7/30/2023,Colombia,166,4844.51
7/5/2023,Brazil,126,3047.14
7/30/2023,Panama,158,4220.51
7/23/2023,Canada,100,2815.08
7/27/2023,Colombia,191,7111.2
7/16/2023,Canada,201,7727.25
7/5/2023,Panama,315,8882.22
7/6/2023,Panama,54,619.24
7/30/2023,Colombia,244,4143.01
7/22/2023,USA,141,2784.49
7/10/2023,USA,169,1114.94
7/9/2023,Brazil,242,3513.58
7/18/2023,Canada,326,13797.98
7/5/2023,Canada,290,12318.37
7/16/2023,Panama,16,801.06
7/29/2023,Canada,190,13033.36
7/18/2023,Brazil,367,30700.8
7/28/2023,USA,179,5791.53
7/16/2023,Brazil,221,12412.74
7/24/2023,Brazil,31,609.09
7/24/2023,USA,248,3499.28
7/31/2023,Canada,177,13271.37
7/13/2023,USA,11,1000.3
7/26/2023,Colombia,352,10138.63
7/31/2023,Brazil,341,15552.88
7/31/2023,Panama,149,5909.81
7/15/2023,Brazil,215,1319.57
7/24/2023,Panama,69,1630.19
7/14/2023,Panama,122,8328.26
7/1/2023,USA,113,498.32
7/16/2023,Canada,296,26898.61
7/13/2023,Colombia,252,17091.68
7/2/2023,USA,343,15757.2
7/25/2023,USA,120,1680.68
7/26/2023,Canada,44,937.84
7/31/2023,Canada,14,337.52
7/6/2023,Brazil,205,3091.08
7/10/2023,Colombia,334,6442.74
7/20/2023,Panama,111,4475.13
7/13/2023,Panama,69,376.4
7/2/2023,Canada,161,2684.24
7/31/2023,Colombia,78,3887.48
7/28/2023,Canada,305,1172.56
7/27/2023,USA,124,280.47
7/14/2023,Brazil,11,27.33
7/10/2023,Brazil,56,938.06
7/6/2023,Colombia,228,3440.74
7/18/2023,Canada,371,20266.02
7/5/2023,Brazil,15,825.29
7/30/2023,Canada,177,9473.18
7/31/2023,USA,26,188.76
7/16/2023,Canada,110,6498.1
7/25/2023,Brazil,189,3517.68
7/18/2023,Brazil,365,6053.35
7/13/2023,Canada,311,2730.73
7/8/2023,USA,107,1675.5
7/8/2023,Canada,29,690.96
7/11/2023,Canada,120,7696.94
7/7/2023,Canada,207,2978.41
7/18/2023,Panama,306,17420.1
7/8/2023,Canada,305,6590.99
7/29/2023,Panama,330,6815.27
7/16/2023,Brazil,100,3016
7/25/2023,Canada,286,3191.28
7/11/2023,Colombia,288,5310.55
7/1/2023,Colombia,72,226.14
7/11/2023,USA,48,609.46
7/26/2023,Canada,27,148.22
7/2/2023,Canada,190,2036.9
7/31/2023,Panama,202,3459.11
7/1/2023,Colombia,157,120.98
7/31/2023,Colombia,338,4587.54
7/10/2023,USA,16,1136.11
7/17/2023,Panama,27,1088.74
7/8/2023,Canada,215,5233.04
7/12/2023,Canada,294,3928.09
7/12/2023,USA,263,6963.23
7/7/2023,Panama,306,1189.98
7/31/2023,Panama,176,7723.12
7/20/2023,USA,175,2905.85
7/14/2023,Panama,47,1000.55
7/19/2023,Panama,33,823.78
7/31/2023,Canada,84,5842.31
7/4/2023,Colombia,30,1267.89
7/13/2023,USA,247,896.8
7/28/2023,Canada,233,1022.46
7/25/2023,Canada,75,1005.76
7/27/2023,Panama,184,2583.8
7/20/2023,Panama,62,2689.65
7/23/2023,USA,105,5162.41
7/28/2023,Colombia,362,22934.11
7/25/2023,Canada,141,428.61
7/15/2023,USA,174,2676.1
7/1/2023,Brazil,251,7867.7
7/17/2023,Canada,51,213.35
7/2/2023,USA,79,1632.16
7/3/2023,Colombia,195,8168.72
7/12/2023,Canada,212,2944.74
7/25/2023,Panama,195,12816.84
7/7/2023,Panama,339,30578.4
7/20/2023,Brazil,12,75.29
7/11/2023,USA,256,7246.63
7/27/2023,Colombia,398,7411.69
7/15/2023,USA,126,1032.21
7/15/2023,Canada,126,11124.57
7/27/2023,Panama,234,6989.95
7/11/2023,Brazil,100,1417.21
7/15/2023,Brazil,174,2150.37
7/24/2023,Panama,192,8800.98
7/23/2023,Canada,381,23211.71
7/8/2023,Colombia,10,227.03
7/22/2023,Panama,191,8505.94
7/20/2023,Panama,94,151.58
7/1/2023,Canada,180,5384.37
7/15/2023,Colombia,144,6100.73
7/28/2023,Panama,34,1342.25
7/14/2023,Colombia,86,1769.09
7/27/2023,USA,217,2180.87
7/26/2023,USA,305,4414.95
7/12/2023,Canada,370,13452.23
7/7/2023,Brazil,331,6223.02
7/4/2023,Canada,306,9383.17
7/15/2023,Canada,126,4042.3
7/22/2023,Canada,111,800.48
7/15/2023,Canada,253,9678.75
7/15/2023,Panama,130,537.32
7/5/2023,Panama,377,22210.36
7/28/2023,Brazil,89,2655.15
7/10/2023,Brazil,156,236.06
7/2/2023,USA,166,6462.24
7/31/2023,Canada,371,14409.37
7/6/2023,Canada,203,7325.74
7/8/2023,Brazil,244,10193.21
7/24/2023,USA,134,7673.18
7/31/2023,Brazil,63,3894.11
7/6/2023,Brazil,38,1245.67
7/31/2023,USA,166,2214.29
7/21/2023,Brazil,45,2600.8
7/15/2023,Panama,317,12172.17
7/27/2023,Panama,125,2912.59
7/27/2023,Canada,283,10155.67
7/17/2023,Brazil,326,8827.64
7/16/2023,Panama,86,491.22
7/15/2023,Canada,252,4911.05
7/12/2023,Colombia,263,14339.41
7/18/2023,Canada,86,6276.95
7/28/2023,Colombia,332,815.35
7/12/2023,Colombia,162,2597.76
7/13/2023,Canada,309,2769.07
7/7/2023,Brazil,295,5677.86
7/24/2023,Brazil,49,1897.51
7/29/2023,Canada,340,10227.18
7/6/2023,Colombia,317,14837.92
7/8/2023,Colombia,32,2619.19
7/2/2023,Colombia,217,5094.68
7/17/2023,Colombia,63,2792.16
7/25/2023,Canada,64,1695.59
7/7/2023,USA,201,930.97
7/21/2023,USA,310,9259.67
7/29/2023,Panama,305,1808.94
7/14/2023,Colombia,90,2681.46
7/27/2023,Brazil,248,16350.49
7/6/2023,Panama,18,240.09
7/21/2023,Canada,110,1885.33
7/15/2023,Panama,267,153.71
7/28/2023,Brazil,169,10391.99
7/25/2023,Brazil,362,21648.23
7/11/2023,Colombia,14,568.45
7/11/2023,Canada,270,1610.41
7/8/2023,Panama,400,27992.47
7/13/2023,USA,215,10030.41
7/9/2023,USA,388,9574.89
7/16/2023,Panama,47,85.78
7/3/2023,Brazil,135,1372.33
7/27/2023,USA,238,4365.5
7/28/2023,USA,337,17885.3
7/12/2023,Brazil,312,12300.03
7/12/2023,Panama,347,2194.44
7/20/2023,Colombia,362,4533.8
7/22/2023,Brazil,141,6477.74
7/2/2023,Colombia,387,1442.9
7/26/2023,Colombia,372,27085.14
7/4/2023,Brazil,251,8229.72
7/15/2023,USA,140,2570.34
7/15/2023,USA,130,3201.01
7/18/2023,Brazil,90,1363.03
7/8/2023,Brazil,215,11270.61
7/23/2023,Colombia,303,18184.69
7/28/2023,Brazil,387,26765.44
7/6/2023,Colombia,169,3854.32
7/9/2023,Colombia,211,598.37
7/1/2023,Panama,61,423.3
7/19/2023,Panama,55,196.81
7/24/2023,Brazil,339,8367.91
7/6/2023,USA,73,395.25
7/11/2023,Brazil,70,5060.59
7/27/2023,USA,254,121.01
7/5/2023,Brazil,121,1148.43
7/17/2023,Brazil,281,2729.94
7/19/2023,Panama,218,4083.93
7/21/2023,Colombia,48,2200.43
7/27/2023,USA,229,7439.32
7/12/2023,Canada,126,699.62
7/13/2023,USA,279,704.67
7/1/2023,Panama,328,23016.78
7/6/2023,Canada,364,18983.54
7/7/2023,USA,219,4855.53
7/20/2023,Canada,74,1940.55
7/3/2023,Colombia,340,11273.14
7/6/2023,Panama,111,2433.15
7/7/2023,USA,230,3820.72
7/31/2023,Brazil,391,4344.08
7/24/2023,USA,18,279.54
7/18/2023,Colombia,149,4119.13
7/10/2023,Colombia,345,15147.84
7/16/2023,Panama,326,12449.5
7/8/2023,Colombia,94,1621.06
7/16/2023,Brazil,347,16303.08
7/8/2023,Brazil,73,1827.45
7/4/2023,Canada,259,1868.02
7/21/2023,Panama,14,74.01
7/12/2023,Panama,229,8084.47
7/20/2023,Canada,231,1634.99
7/23/2023,USA,35,607.32
7/10/2023,Panama,265,12518.38
7/26/2023,USA,271,10790.35
7/18/2023,Brazil,346,4187.61
7/3/2023,Canada,98,2851.12
7/16/2023,Colombia,217,1502.05
7/31/2023,USA,267,22294.12
7/22/2023,Panama,26,820.41
7/14/2023,Panama,217,9337.6
7/1/2023,Brazil,337,17804.49
7/29/2023,Colombia,394,5871.81
7/16/2023,Brazil,313,10816.37
7/26/2023,USA,372,16575.95
7/12/2023,Colombia,70,2143.78
7/7/2023,USA,208,888.38
7/2/2023,Panama,164,10131.63
7/9/2023,Panama,372,8349.47
7/16/2023,Panama,100,910.13
7/4/2023,Panama,288,7877.18
7/21/2023,Panama,394,8987.5
7/1/2023,USA,53,2589.96
7/16/2023,Colombia,107,990
7/24/2023,Panama,230,14485.5
7/15/2023,Canada,34,616
7/29/2023,Colombia,344,21135.52
7/8/2023,USA,321,5266.14
7/17/2023,Panama,152,8513.4
7/9/2023,Brazil,28,937.29
7/31/2023,Brazil,318,11468.78
7/12/2023,Panama,100,2652.66
7/26/2023,USA,139,1455.51
7/20/2023,USA,28,516.51
7/3/2023,Canada,138,1856.95
7/27/2023,Brazil,88,3173.67
7/1/2023,Panama,195,1515.26
7/11/2023,Canada,251,1637.5
7/30/2023,Panama,184,3116.2
7/10/2023,Canada,159,5754.54
7/18/2023,Canada,106,1632.52
7/24/2023,Colombia,337,10501.82
7/8/2023,Panama,377,23375.37
7/24/2023,Panama,154,144.47
7/28/2023,Colombia,217,5066.8
7/4/2023,Canada,80,3056.05
7/10/2023,Brazil,297,9454.03
7/12/2023,Panama,298,15642.61
7/11/2023,Canada,85,5390.11
7/13/2023,Panama,162,9059.4
7/10/2023,Canada,298,1565.42
7/4/2023,Canada,225,1345.79
7/11/2023,USA,178,860.87
7/26/2023,Brazil,96,2816.86
7/6/2023,USA,153,3560.92
7/5/2023,Brazil,190,4372.5
7/28/2023,Colombia,370,2640.1
7/10/2023,Colombia,179,2290.11
7/10/2023,Brazil,220,17298.14
7/2/2023,Colombia,287,6079.91
7/25/2023,Brazil,301,11159.42
7/21/2023,Brazil,195,9820.11
7/3/2023,Panama,184,6427.6
7/19/2023,Canada,367,691.74
7/22/2023,Colombia,209,1616.93
7/22/2023,Canada,211,3122.37
7/10/2023,Canada,278,9215.63
7/15/2023,Canada,132,2719.03
7/23/2023,Canada,72,1125.33
7/15/2023,Panama,336,10331.95
7/3/2023,Panama,13,588.94
7/14/2023,Colombia,76,2187.6
7/2/2023,Panama,227,907
7/23/2023,Panama,243,3922.57
7/10/2023,Brazil,168,7036.69
7/7/2023,Panama,264,5408.05
7/18/2023,Canada,143,2095.83
7/21/2023,Colombia,151,4544.75
7/1/2023,USA,59,3519.6
7/8/2023,Panama,233,9294.59
7/5/2023,Brazil,195,3952.35
7/9/2023,Canada,142,1341.77
7/28/2023,Panama,13,467.88
7/11/2023,Colombia,348,29400.65
7/9/2023,Canada,229,4333.66
7/20/2023,Brazil,357,24461.27
7/1/2023,Canada,349,766.6
7/2/2023,USA,65,2691.73
7/14/2023,Colombia,285,7235.42
7/27/2023,Brazil,169,3941.79
7/6/2023,Canada,38,144.32
7/17/2023,Colombia,154,2293.88
7/9/2023,Canada,391,7103.98
7/22/2023,Colombia,25,1484.17
7/9/2023,Canada,267,12671.61
7/2/2023,Panama,39,1981.62
7/18/2023,Colombia,175,3443.75
7/5/2023,Colombia,186,2312.12
7/16/2023,Panama,323,23173.43
7/11/2023,Brazil,391,9557.11
7/18/2023,USA,70,2218.86
7/14/2023,USA,60,5531.3
7/19/2023,Brazil,326,16731.91
7/30/2023,Panama,68,980.79
7/11/2023,Colombia,189,5270.9
7/11/2023,Panama,53,721.69
7/30/2023,Colombia,217,4792.93
7/1/2023,Colombia,130,2150.54
7/17/2023,Panama,205,4120.34
7/1/2023,Canada,254,9423.76
7/14/2023,USA,180,3653.06
7/12/2023,Colombia,388,9689.4
7/21/2023,Panama,161,865.66
7/17/2023,USA,97,210.44
7/9/2023,USA,187,1507.22
7/9/2023,USA,84,4544.99
7/8/2023,Colombia,388,400.71
7/22/2023,Canada,328,3183.52
7/1/2023,Brazil,198,162.27
7/4/2023,Colombia,319,4497.58
7/21/2023,USA,11,469.05
7/5/2023,Brazil,88,6388.67
7/11/2023,Panama,162,1388.84
7/8/2023,Brazil,250,5656.02
7/20/2023,Colombia,64,3977.81
7/24/2023,Colombia,128,10170.43
7/13/2023,Canada,34,1187.39
7/17/2023,USA,97,8476.27
7/29/2023,Colombia,358,13182.93
7/1/2023,Colombia,62,415.78
7/25/2023,Canada,194,10612.93
7/5/2023,Colombia,228,8947.74
7/28/2023,Brazil,160,4014.94
7/15/2023,Panama,341,6939.54
7/4/2023,Colombia,110,6415.07
7/6/2023,USA,309,14498.34
7/7/2023,Colombia,395,12791.78
7/28/2023,USA,379,6273.78
7/29/2023,USA,171,6713.79
7/12/2023,Canada,155,11356.2
7/2/2023,Brazil,10,731.65
7/17/2023,USA,288,3327.1
7/1/2023,Colombia,149,1050.49
7/19/2023,Brazil,329,5374.26
7/20/2023,Brazil,222,6303.94
7/3/2023,Canada,210,5375.62
7/1/2023,Canada,373,8451.51
7/30/2023,Brazil,93,404.12
7/4/2023,USA,128,6943.97
7/3/2023,Colombia,270,9059.26
7/14/2023,Canada,181,2264.07
7/8/2023,Panama,274,5298.7
7/1/2023,Panama,158,4090.48
7/1/2023,Colombia,60,1475.37
7/18/2023,USA,300,9989.55
7/30/2023,Canada,143,2261.12
7/26/2023,Colombia,160,5733.05
7/6/2023,Panama,73,3345.49
7/18/2023,USA,92,1176
7/16/2023,Colombia,202,1846.95
7/12/2023,Colombia,290,1875.53
7/11/2023,Canada,363,20461.25
7/31/2023,Brazil,218,18105.56
