Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
12/21/2023,Panama,356,1651.91
12/22/2023,Panama,22,668.04
12/25/2023,Canada,354,13420.66
12/1/2023,Canada,308,4368.05
12/26/2023,Brazil,82,2470.91
12/18/2023,USA,122,1425.64
12/7/2023,Panama,144,3983.44
12/8/2023,Canada,168,15465.85
12/26/2023,Canada,20,428.5
12/14/2023,Colombia,152,5312.2
12/19/2023,Panama,280,3329.29
12/21/2023,Panama,298,6684.9
12/20/2023,Colombia,359,3276.98
12/11/2023,USA,275,4466.38
12/28/2023,Panama,115,3394.51
12/17/2023,Brazil,355,3068.45
12/31/2023,Panama,366,9650.1
12/30/2023,Panama,327,13864.65
12/16/2023,Canada,387,18506.6
12/1/2023,Brazil,305,1967.18
12/4/2023,Canada,84,20.21
12/21/2023,Canada,66,3289.85
12/19/2023,Canada,304,7180.53
12/15/2023,Canada,192,2260.04
12/9/2023,USA,86,2836.11
12/8/2023,Brazil,114,9525.8
12/31/2023,Panama,48,1832.17
12/28/2023,Panama,303,4617.18
12/8/2023,Colombia,122,9620.81
12/8/2023,USA,149,9138.98
12/17/2023,Colombia,302,5584.79
12/16/2023,Canada,186,4328.22
12/18/2023,Brazil,229,15030.13
12/12/2023,Colombia,108,4968.99
12/4/2023,Brazil,345,5012.98
12/26/2023,Brazil,248,5761.97
12/21/2023,Panama,306,4485.99
12/23/2023,Panama,54,621.41
12/26/2023,Canada,383,7563.12
12/3/2023,Colombia,109,2592.77
12/3/2023,USA,352,24627.17
12/4/2023,Panama,338,8082.18
12/12/2023,Canada,127,5068.92
12/24/2023,Brazil,164,1919.68
12/30/2023,Colombia,13,1048.39
12/30/2023,Canada,94,6478.84
12/28/2023,Panama,268,5003.28
12/31/2023,Brazil,273,246.87
12/12/2023,Brazil,95,4009.19
12/3/2023,Panama,333,4182.61
12/5/2023,Brazil,157,10369.88
12/28/2023,Brazil,10,249.36
12/11/2023,Panama,384,37086.34
12/28/2023,USA,282,5913.21
12/30/2023,Brazil,368,16115.71
12/4/2023,Brazil,83,3216.55
12/14/2023,Panama,193,12551.04
12/31/2023,Colombia,33,528.84
12/3/2023,Panama,46,701.15
12/3/2023,Colombia,378,9666.89
12/14/2023,Panama,226,17182.08
12/13/2023,Brazil,55,1563.9
12/1/2023,USA,213,8154.35
12/19/2023,Canada,224,3541.95
12/5/2023,Colombia,302,13581.2
12/20/2023,Panama,353,11315.3
12/24/2023,Panama,30,220.79
12/3/2023,USA,237,3668.46
12/26/2023,USA,156,5432.98
12/23/2023,Panama,60,159.42
12/10/2023,Canada,202,14716.43
12/11/2023,Canada,118,3954.83
12/17/2023,Panama,166,9512.41
12/3/2023,Canada,27,859.75
12/3/2023,USA,11,239.96
12/23/2023,Panama,373,17514.41
12/7/2023,Panama,281,4328.19
12/14/2023,Colombia,135,7707.59
12/18/2023,USA,96,2915.22
12/24/2023,Brazil,274,8318.48
12/25/2023,Colombia,31,978.42
12/9/2023,Panama,295,4447.15
12/22/2023,Brazil,198,4150.04
12/23/2023,USA,251,7133.37
12/4/2023,Brazil,44,896.48
12/28/2023,Brazil,125,7871.67
12/31/2023,Panama,24,1480.65
12/24/2023,Brazil,103,3997.16
12/1/2023,Panama,69,583.61
12/21/2023,Brazil,200,2092.24
12/30/2023,USA,388,23986.32
12/12/2023,USA,22,1640.6
12/8/2023,Canada,314,1459.71
12/2/2023,Colombia,31,2174.51
12/12/2023,Panama,77,1121.25
12/21/2023,Canada,188,10179.46
12/18/2023,Brazil,333,7248.56
12/26/2023,Panama,151,6690.81
12/31/2023,USA,367,8517.01
12/9/2023,Brazil,359,18934.16
12/7/2023,Colombia,354,19767.2
12/19/2023,Canada,38,1245.27
12/2/2023,Colombia,179,3376.98
12/1/2023,USA,393,16668.35
12/18/2023,Colombia,161,8928.73
12/16/2023,USA,391,23027.52
12/13/2023,Canada,49,744.72
12/25/2023,USA,188,1339.59
12/23/2023,USA,156,6151.36
12/17/2023,Colombia,366,5664.16
12/8/2023,Panama,354,2860.56
12/4/2023,Panama,317,12311.86
12/3/2023,Colombia,68,1740.72
12/15/2023,USA,257,4583
12/1/2023,Colombia,373,17165.65
12/31/2023,USA,133,4059.4
12/29/2023,Brazil,116,982.04
12/7/2023,Panama,209,375.15
12/20/2023,Brazil,15,139.94
12/8/2023,Colombia,261,18465.61
12/24/2023,Canada,300,4019.36
12/8/2023,Brazil,133,7152.31
12/4/2023,Colombia,161,9300.35
12/28/2023,Panama,196,14135.4
12/24/2023,Colombia,274,25076.36
12/15/2023,Panama,387,6993.17
12/15/2023,Panama,70,1169.41
12/2/2023,Brazil,67,1744.94
12/13/2023,Panama,230,4547.1
12/15/2023,Colombia,243,8390.45
12/10/2023,USA,387,5607.06
12/3/2023,Brazil,385,17176.57
12/16/2023,Panama,334,1892.7
12/20/2023,USA,13,413.02
12/30/2023,Brazil,350,4915.11
12/18/2023,USA,164,14291.13
12/5/2023,Brazil,243,17146.07
12/7/2023,Panama,199,9084.43
12/12/2023,Brazil,211,4459.35
12/15/2023,Brazil,358,13822.01
12/27/2023,Brazil,316,14418.51
12/22/2023,Panama,347,5139.51
12/11/2023,Panama,173,7920.38
12/9/2023,USA,140,1913.15
12/19/2023,Canada,126,4765.75
12/1/2023,USA,36,1049.25
12/30/2023,Panama,101,515.56
12/22/2023,Brazil,169,2243.52
12/1/2023,Canada,334,4674.23
12/8/2023,Panama,12,295.64
12/17/2023,Panama,214,7857.52
12/2/2023,USA,50,732.01
12/28/2023,Brazil,235,8359.83
12/20/2023,Brazil,200,13359.78
12/5/2023,Canada,328,4946.12
12/20/2023,Brazil,306,10931.45
12/7/2023,Colombia,21,141.02
12/9/2023,USA,262,15242.74
12/6/2023,Brazil,343,5192.09
12/21/2023,Panama,111,5749.34
12/24/2023,Colombia,71,967.49
12/1/2023,Brazil,202,13547
12/7/2023,Brazil,348,48.8
12/12/2023,Colombia,214,4647.79
12/2/2023,Panama,259,5190.99
12/31/2023,Colombia,92,2901.8
12/16/2023,Panama,107,6986.07
12/21/2023,Panama,323,9419
12/22/2023,Panama,62,5058.57
12/16/2023,USA,185,2243.23
12/4/2023,Canada,211,13418.43
12/1/2023,Colombia,378,8420.16
12/7/2023,Brazil,175,164.91
12/12/2023,USA,327,7790.71
12/22/2023,Canada,296,10086.17
12/24/2023,Colombia,319,7297.28
12/17/2023,Colombia,189,1285.81
12/3/2023,Canada,117,5257.33
12/11/2023,Panama,253,7698.69
12/6/2023,Canada,188,3833.66
12/22/2023,Canada,247,611.4
12/3/2023,Colombia,219,9463.76
12/11/2023,Panama,243,5334.61
12/11/2023,Panama,349,23908.11
12/29/2023,Panama,196,1639.74
12/23/2023,Canada,54,1602.86
12/21/2023,USA,372,4867.14
12/25/2023,Canada,252,15890.28
12/15/2023,Colombia,247,2229.47
12/3/2023,USA,232,10245.16
12/4/2023,Colombia,256,20692.15
12/16/2023,USA,70,2982.5
12/11/2023,Colombia,231,533.77
12/24/2023,Brazil,246,4402.16
12/25/2023,Colombia,164,1428.65
12/17/2023,Canada,305,5750.02
12/14/2023,Colombia,199,3980.57
12/11/2023,Panama,314,986.05
12/6/2023,Colombia,127,509.13
12/1/2023,Panama,141,8124.6
12/17/2023,Canada,61,298.45
12/16/2023,Brazil,267,14843.88
12/23/2023,Brazil,241,6084.21
12/20/2023,USA,337,10432.79
12/7/2023,USA,324,2518.64
12/8/2023,Colombia,47,187.44
12/5/2023,USA,225,4831.62
12/8/2023,Colombia,105,1335.14
12/30/2023,Colombia,97,2298.81
12/25/2023,USA,86,1413.04
12/6/2023,Brazil,57,831.55
12/1/2023,Panama,12,57.35
12/30/2023,USA,230,10685.34
12/25/2023,Canada,84,3174.84
12/15/2023,Colombia,268,3126.51
12/13/2023,Colombia,121,3014.46
12/14/2023,Colombia,112,1258.3
12/26/2023,Canada,274,10179.03
12/6/2023,Brazil,70,1271.65
12/24/2023,Canada,67,2948.85
12/3/2023,Canada,165,4253.43
12/22/2023,USA,273,1239.48
12/8/2023,USA,54,1565.27
12/29/2023,Brazil,71,2064.18
12/6/2023,Panama,331,13504.36
12/18/2023,USA,363,24127.86
12/5/2023,USA,192,9186.16
12/10/2023,USA,150,8222.67
12/29/2023,Colombia,222,5482.69
12/14/2023,Canada,69,4356.48
12/17/2023,USA,83,2355.44
12/6/2023,Panama,141,6763.45
12/23/2023,USA,139,3424.99
12/23/2023,Canada,131,3107.4
12/31/2023,Colombia,348,29175.07
12/16/2023,Panama,374,1196.25
12/11/2023,Panama,116,1390.92
12/22/2023,Brazil,396,1001.4
12/28/2023,Colombia,226,778.94
12/12/2023,Colombia,12,297.09
12/19/2023,Brazil,361,1466.86
12/6/2023,Colombia,52,384.15
12/11/2023,Canada,126,4778.06
12/30/2023,Panama,124,238.68
12/13/2023,USA,264,6233.23
12/19/2023,Panama,124,4567.27
12/9/2023,Panama,70,2925.6
12/9/2023,USA,191,1135.49
12/6/2023,Colombia,278,5819.7
12/2/2023,USA,35,1544.58
12/4/2023,Brazil,124,1952.47
12/21/2023,Colombia,135,4185.41
12/17/2023,USA,119,2092.27
12/11/2023,Canada,193,7422.46
12/21/2023,Panama,295,3413.51
12/28/2023,Brazil,157,169.48
12/3/2023,Canada,371,13310.69
12/17/2023,Colombia,108,2234.4
12/17/2023,Colombia,293,7457.94
12/27/2023,Panama,101,4977.8
12/10/2023,Colombia,137,3377.03
12/17/2023,Panama,16,109.71
12/17/2023,Colombia,125,2635.58
12/11/2023,USA,371,6474.03
12/24/2023,Brazil,295,8500.76
12/15/2023,USA,189,8616.81
12/27/2023,Panama,222,2793.89
12/16/2023,USA,348,14235.18
12/25/2023,USA,219,3645.66
12/30/2023,Brazil,257,9138.04
12/15/2023,Brazil,177,13615.93
12/7/2023,Brazil,38,828.12
12/4/2023,Brazil,230,2976.33
12/8/2023,Colombia,23,832.13
12/8/2023,Canada,198,4920.96
12/1/2023,Brazil,252,17882.84
12/11/2023,Canada,288,6139.79
12/11/2023,Brazil,244,4216.53
12/30/2023,Colombia,282,9821.31
12/4/2023,Canada,362,362.61
12/21/2023,USA,86,1596.07
12/21/2023,Colombia,45,2061.96
12/12/2023,Canada,175,286.28
12/11/2023,Brazil,248,1961.49
12/27/2023,Colombia,78,1590.57
12/27/2023,Brazil,65,3539.5
12/8/2023,Colombia,399,10325.14
12/5/2023,Canada,62,1132.39
12/31/2023,Panama,375,510.78
12/5/2023,Canada,14,194.97
12/8/2023,Colombia,230,13427.76
12/19/2023,Canada,22,194.35
12/6/2023,USA,147,5928.7
12/18/2023,USA,387,1332.53
12/20/2023,USA,43,2290.83
12/21/2023,Colombia,16,452.56
12/25/2023,Canada,266,18939.24
12/11/2023,Panama,167,8933.59
12/31/2023,USA,248,8459.74
12/12/2023,USA,146,2830.09
12/1/2023,Panama,292,10022.52
12/29/2023,Brazil,391,14139.33
12/24/2023,Brazil,153,4055.58
12/2/2023,USA,243,8132.91
12/16/2023,USA,158,6392.97
12/31/2023,Panama,139,6302.35
12/6/2023,Panama,176,6616.34
12/16/2023,USA,59,2518.98
12/22/2023,Canada,28,963.35
12/1/2023,Panama,269,13683.15
12/19/2023,Colombia,171,2800.62
12/1/2023,USA,254,17139.57
12/9/2023,Canada,36,1171.06
12/21/2023,Brazil,78,4922.7
12/14/2023,Colombia,282,7471.83
12/2/2023,Colombia,214,10355.93
12/27/2023,Canada,279,11288.76
12/1/2023,Colombia,87,1117.74
12/13/2023,Panama,167,9319.12
12/23/2023,Colombia,373,11220.89
12/3/2023,USA,38,2212.73
12/4/2023,USA,133,1058.69
12/1/2023,Brazil,269,10877.76
12/25/2023,Colombia,90,1491.29
12/19/2023,Canada,50,1616.2
12/25/2023,Brazil,150,771.47
12/4/2023,USA,53,1878.72
12/7/2023,Panama,339,24222.7
12/2/2023,Canada,62,240.46
12/21/2023,Panama,166,3692.97
12/17/2023,Colombia,102,7205.59
12/8/2023,Canada,144,5737.33
12/12/2023,Colombia,105,2208.93
12/24/2023,Brazil,246,4723.29
12/26/2023,Canada,296,12167.03
12/28/2023,Brazil,229,1483.91
12/23/2023,Canada,68,4203.43
12/25/2023,Brazil,329,10932.2
12/6/2023,Brazil,28,78.27
12/2/2023,USA,106,5842.94
12/15/2023,USA,121,4227.37
12/3/2023,Canada,287,11350.49
12/13/2023,Colombia,174,1597.39
12/10/2023,Canada,321,19709.48
12/25/2023,Colombia,285,5632.82
12/12/2023,USA,206,3651.77
12/30/2023,Panama,228,4879.24
12/10/2023,Panama,356,2913.48
12/27/2023,Panama,278,1888.17
12/19/2023,USA,357,4267.86
12/26/2023,Colombia,35,477.21
12/22/2023,Brazil,235,8796.72
12/16/2023,Panama,145,7786.64
12/21/2023,Colombia,69,428.4
12/21/2023,Panama,329,7779.39
12/29/2023,Panama,13,489.89
12/11/2023,Panama,327,11374.16
12/11/2023,Panama,223,200.44
12/30/2023,Canada,102,6423.85
12/6/2023,USA,122,6349.74
12/30/2023,Panama,114,5475.91
12/14/2023,Colombia,148,2711.21
12/15/2023,Colombia,332,1357.59
12/7/2023,Colombia,353,9035.12
12/8/2023,Brazil,191,1936.3
12/12/2023,Panama,346,9627.65
12/14/2023,Colombia,281,5137.54
12/5/2023,Panama,54,265.62
12/28/2023,Panama,169,12047.74
12/10/2023,Canada,98,2468.59
12/24/2023,Colombia,101,3140.88
12/31/2023,Panama,234,726.31
12/22/2023,USA,320,15961.01
12/24/2023,Canada,285,8152.74
12/20/2023,USA,331,20818.31
12/25/2023,Panama,315,13639.09
12/3/2023,Panama,263,4423.61
12/22/2023,USA,162,4834.2
12/20/2023,USA,183,1143.76
12/10/2023,Brazil,216,9489.3
12/29/2023,Colombia,157,1165.25
12/23/2023,USA,383,6116.55
12/27/2023,Canada,285,4170.19
12/10/2023,Brazil,53,3797.03
12/21/2023,Brazil,283,18573.97
12/13/2023,Panama,251,7493.58
12/18/2023,Canada,375,5110.16
12/26/2023,Canada,314,7184.35
12/19/2023,Canada,298,8888.02
12/21/2023,USA,399,11441.53
12/29/2023,Brazil,112,7851.27
12/22/2023,Panama,344,10492.23
12/21/2023,Canada,318,16219.43
12/9/2023,Colombia,373,17671.91
12/4/2023,Colombia,228,2726.53
12/12/2023,USA,345,19107.06
12/10/2023,USA,262,4296.42
12/12/2023,USA,164,886.24
12/4/2023,Brazil,56,3374.69
12/26/2023,Canada,193,4465.58
12/29/2023,Panama,181,3380.64
12/1/2023,Colombia,332,18356.43
12/21/2023,Colombia,67,1778.7
12/7/2023,Colombia,67,579.81
12/23/2023,USA,91,2436.47
12/22/2023,USA,255,7083.23
12/29/2023,Brazil,80,832.24
12/3/2023,Colombia,170,9905.12
12/6/2023,USA,280,4247.2
12/27/2023,USA,68,3855.91
12/31/2023,USA,318,2119.67
12/20/2023,Colombia,225,2251.57
12/28/2023,Brazil,303,3477.6
12/30/2023,Brazil,315,23366.67
12/23/2023,USA,261,8581.1
12/16/2023,Canada,19,23.83
12/5/2023,Panama,56,1494.31
12/31/2023,Colombia,120,2293.95
12/6/2023,Brazil,318,27705.14
12/13/2023,USA,371,3167.43
12/25/2023,Canada,261,9200.27
12/2/2023,USA,255,13726.92
12/29/2023,Brazil,86,1003.56
12/19/2023,Canada,350,17944.58
12/31/2023,USA,117,1709.86
12/24/2023,Brazil,121,795.48
12/4/2023,USA,22,438.83
12/11/2023,Panama,227,765.53
12/17/2023,USA,217,6571.2
12/16/2023,Colombia,214,2554.41
12/27/2023,Brazil,164,6186.99
12/22/2023,Colombia,170,1750.32
12/21/2023,Panama,12,184.24
12/19/2023,USA,101,473.6
12/11/2023,Colombia,33,757.14
12/23/2023,Panama,44,217.26
12/24/2023,Colombia,107,4216.5
12/20/2023,Panama,124,4085.01
12/25/2023,Panama,328,15823.19
12/4/2023,Canada,149,4923.47
12/16/2023,Brazil,19,436.52
12/16/2023,Canada,353,4551.13
12/5/2023,Canada,164,4379.25
12/16/2023,Brazil,15,279.8
12/29/2023,USA,37,1089.98
12/29/2023,Panama,218,4362.68
12/13/2023,USA,354,6747.06
12/23/2023,Panama,187,8205.03
12/25/2023,Canada,227,9021.55
12/6/2023,Colombia,258,9468.62
12/6/2023,Brazil,171,301.32
12/3/2023,USA,83,5718.19
12/16/2023,Canada,206,7900.82
12/22/2023,Panama,39,2576.14
12/19/2023,Panama,72,2483.23
12/31/2023,Canada,387,5987.93
12/4/2023,USA,341,8785.42
12/22/2023,Canada,138,891.33
12/2/2023,Canada,49,1189.42
12/20/2023,Brazil,261,6751.69
12/4/2023,Canada,361,13781.96
12/16/2023,Panama,400,17105.95
12/10/2023,Brazil,51,689.61
12/5/2023,Panama,115,190.14
12/19/2023,Colombia,374,7287.82
12/1/2023,Brazil,363,29627.59
12/30/2023,USA,221,8585.5
12/25/2023,Brazil,364,23096.41
12/23/2023,Panama,60,1936.44
12/26/2023,Panama,82,346.4
12/15/2023,USA,12,43.44
12/26/2023,Canada,14,360.06
12/25/2023,Colombia,316,9114.12
12/18/2023,Canada,328,10073.41
12/30/2023,Colombia,40,478.13
12/8/2023,Colombia,220,16944.22
12/18/2023,USA,235,4321.07
12/19/2023,USA,208,12452.51
12/11/2023,Panama,244,18459.89
12/20/2023,Brazil,263,308.81
12/28/2023,Canada,252,10623.96
12/3/2023,Colombia,117,7243.27
12/25/2023,USA,400,1044.5
12/26/2023,Brazil,159,7432
12/29/2023,Colombia,302,6481.72
12/8/2023,USA,45,647.35
12/21/2023,Canada,336,3526.7
12/20/2023,USA,356,1832.83
12/30/2023,Colombia,237,3072.4
12/23/2023,Canada,73,4399.91
12/2/2023,Panama,43,4062.42
12/26/2023,Panama,124,2136.64
12/28/2023,Panama,69,5056.05
12/10/2023,USA,56,431.58
12/2/2023,Colombia,341,12530.22
12/27/2023,Colombia,47,23.43
12/12/2023,Colombia,132,5082.76
12/5/2023,Panama,310,4259.32
12/25/2023,USA,74,1623.51
12/27/2023,Panama,245,17529.74
12/9/2023,Colombia,59,1479.02
12/1/2023,Canada,108,1253.31
12/12/2023,USA,92,2237.8
12/3/2023,Panama,61,4618.72
12/8/2023,Canada,28,1664.42
12/29/2023,Canada,271,45.46
12/21/2023,Colombia,389,1948.21
12/29/2023,Brazil,45,1195.63
12/5/2023,Colombia,184,4638.66
12/6/2023,Canada,223,1977.44
12/18/2023,Canada,111,2313.23
12/28/2023,Canada,248,8454.85
12/8/2023,Brazil,153,9315.3
12/17/2023,Brazil,281,24091.25
12/13/2023,Colombia,237,4916.08
12/29/2023,Panama,355,8232.07
12/4/2023,Colombia,371,6519.43
12/9/2023,Brazil,131,3361.68
12/6/2023,Colombia,309,21119.3
12/7/2023,Panama,61,1695.94
12/31/2023,Canada,118,4264.2
12/31/2023,Panama,169,10120.44
12/16/2023,Brazil,150,4257.56
12/2/2023,Colombia,119,2224.6
12/30/2023,Panama,123,1227.04
12/22/2023,Panama,176,7657.84
12/30/2023,Brazil,272,11123.94
12/8/2023,Colombia,204,6640.5
12/25/2023,Brazil,223,12852.46
12/1/2023,Canada,222,1986.87
12/17/2023,USA,63,960.43
12/11/2023,Canada,246,3081.67
12/21/2023,Panama,98,629.89
12/10/2023,Canada,89,715.52
12/22/2023,Canada,388,4075.82
12/26/2023,Brazil,260,5331.63
12/28/2023,Brazil,295,15320.77
12/17/2023,USA,330,6670.7
12/16/2023,USA,387,17593.17
12/13/2023,Colombia,249,7333.54
12/11/2023,USA,191,5350.19
12/31/2023,Colombia,94,2881.24
12/23/2023,Panama,370,6767.66
12/28/2023,Brazil,32,1359.3
12/29/2023,USA,117,2311.27
12/27/2023,USA,192,4024.8
12/22/2023,USA,104,618.48
12/8/2023,Colombia,393,4779.39
12/2/2023,USA,190,17219.51
12/12/2023,USA,69,1589.18
12/22/2023,Brazil,327,359.97
12/31/2023,Colombia,176,593.1
12/7/2023,USA,320,19247.26
12/21/2023,Canada,379,34424.44
12/30/2023,USA,178,677.64
12/6/2023,Panama,64,1636.64
12/1/2023,Colombia,183,2181.35
12/24/2023,USA,280,4539.47
12/11/2023,Canada,118,6923.29
12/6/2023,Colombia,275,7433.37
12/8/2023,Canada,306,1705.36
12/27/2023,USA,88,2999.87
12/9/2023,Brazil,17,86.65
12/3/2023,Colombia,48,1139.96
12/26/2023,Brazil,126,2710.16
12/5/2023,Brazil,279,9140.52
12/11/2023,Panama,99,3984.9
12/31/2023,Brazil,216,3158.1
12/2/2023,Brazil,185,10339.1
12/24/2023,USA,385,6595.05
12/1/2023,Colombia,49,1454.68
12/21/2023,Canada,58,2362.58
12/26/2023,USA,242,14181.08
12/29/2023,USA,228,6002.63
12/8/2023,Brazil,23,797.56
12/18/2023,Colombia,388,8099.76
12/31/2023,Canada,120,8.68
12/1/2023,Canada,287,10504.43
12/11/2023,Panama,154,4711.97
12/13/2023,Canada,201,1407.42
12/6/2023,Panama,264,13801.3
12/22/2023,USA,130,3326.62
12/3/2023,USA,383,15604.71
12/15/2023,Canada,157,1371.81
12/1/2023,Brazil,307,24698.39
12/4/2023,USA,196,7100.79
12/4/2023,Brazil,107,5267.89
12/12/2023,Colombia,86,275.47
12/26/2023,Brazil,144,11480.66
12/27/2023,USA,364,8884.7
12/23/2023,Panama,29,820.58
12/30/2023,Colombia,42,2386.7
12/12/2023,USA,192,616.96
12/7/2023,Panama,102,3816.88
12/9/2023,Panama,229,7267.3
12/17/2023,Brazil,395,470.7
12/26/2023,Panama,59,3936.69
12/23/2023,Panama,308,5733.32
12/22/2023,Panama,392,12258.72
12/19/2023,USA,18,152.59
12/16/2023,Canada,222,9601.72
12/18/2023,USA,217,14029.26
12/23/2023,Brazil,48,1434.52
12/20/2023,Brazil,21,10.32
12/12/2023,USA,107,7021.74
12/2/2023,Canada,391,8012.41
12/22/2023,Colombia,351,12722.72
12/25/2023,Panama,236,657.28
12/10/2023,Panama,101,4660.32
12/18/2023,Brazil,147,812.91
12/1/2023,Colombia,130,2857.97
12/4/2023,Colombia,181,15339.45
12/29/2023,Colombia,218,7920.82
12/18/2023,USA,362,7057.3
12/26/2023,Panama,183,4290.05
12/7/2023,Panama,227,18502.25
12/21/2023,Canada,34,626.61
12/6/2023,Panama,227,7574.91
12/13/2023,Colombia,379,17172.48
12/7/2023,USA,344,4941.02
12/13/2023,USA,311,17532.54
12/31/2023,Canada,73,1856.66
12/15/2023,USA,87,3388.83
12/19/2023,USA,134,2377.45
12/2/2023,Brazil,75,2234.11
12/15/2023,Canada,301,1595.4
12/30/2023,Brazil,84,1710.32
12/23/2023,Colombia,201,1162.97
12/6/2023,USA,39,1130.16
12/3/2023,Brazil,369,20987.53
12/30/2023,Brazil,101,81.56
12/26/2023,USA,90,5927.76
12/21/2023,Panama,68,5509.38
12/26/2023,Panama,386,4926.37
12/18/2023,Canada,244,15756.89
12/5/2023,Brazil,10,228.37
12/7/2023,USA,152,689.64
12/26/2023,USA,116,6918.88
12/2/2023,Brazil,104,905.62
12/25/2023,USA,123,5438.89
12/25/2023,Colombia,371,1625.99
12/27/2023,Brazil,13,579.13
12/16/2023,Colombia,250,6519.24
12/18/2023,USA,319,19058.42
12/9/2023,Panama,367,3048.23
12/16/2023,USA,244,5438.62
12/21/2023,Brazil,197,1226.03
12/17/2023,Panama,318,8759.27
12/3/2023,Brazil,280,4606.99
12/1/2023,Panama,172,733.59
12/8/2023,Brazil,328,10537.06
12/20/2023,Panama,62,2536.96
12/3/2023,Canada,290,405.49
12/31/2023,Brazil,246,4371.06
12/1/2023,Canada,79,2842.29
12/24/2023,Colombia,370,7661.96
12/15/2023,Brazil,127,778.63
12/24/2023,USA,124,3778.39
12/12/2023,Panama,131,6773.36
12/22/2023,Canada,180,4068.79
12/21/2023,Panama,52,897.73
12/23/2023,Panama,248,13607.98
12/5/2023,USA,295,6748.61
12/14/2023,USA,205,10951.2
12/7/2023,Brazil,78,1488.29
12/7/2023,USA,288,14920.64
12/26/2023,Panama,72,2745.8
12/28/2023,Colombia,239,4621.07
12/19/2023,Colombia,165,7614.78
12/23/2023,Colombia,154,11220.79
12/19/2023,Canada,351,4186.31
12/12/2023,Colombia,391,10959.38
12/14/2023,Canada,268,1443.17
12/22/2023,Canada,87,1400.15
12/24/2023,Colombia,380,13944.25
12/15/2023,Colombia,30,740
12/20/2023,Panama,201,2845.15
12/6/2023,Brazil,270,5213.94
12/21/2023,Panama,316,1138.99
12/6/2023,Panama,347,672.75
12/28/2023,USA,370,10810.83
12/7/2023,USA,151,667.12
12/4/2023,Canada,28,900.12
12/5/2023,Colombia,272,1348.58
12/26/2023,Colombia,57,4849.52
12/22/2023,Brazil,155,6079.35
12/20/2023,Colombia,233,8327.3
12/24/2023,Panama,103,114.62
12/10/2023,Panama,227,1304.8
12/31/2023,Panama,199,2907.69
12/26/2023,USA,363,4776.43
12/2/2023,USA,90,305.1
12/28/2023,Panama,164,6722.59
12/23/2023,Brazil,109,3990.01
12/6/2023,USA,215,4826.63
12/5/2023,Canada,367,10463.56
12/27/2023,USA,191,2813.52
12/30/2023,Brazil,241,5376.34
12/12/2023,Panama,34,437.02
12/27/2023,Panama,103,6619.23
12/20/2023,Colombia,259,9362
12/18/2023,Colombia,196,17086.57
12/24/2023,Brazil,375,7931.85
12/15/2023,USA,360,12955.93
12/30/2023,Panama,257,7408.77
12/29/2023,Canada,117,2737.5
12/18/2023,Panama,104,7634.04
12/1/2023,Colombia,82,2420.51
12/25/2023,Brazil,335,5205.11
