Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
6/19/2023,Brazil,34,868.29
6/1/2023,Panama,230,437.74
6/20/2023,Panama,119,1236.42
6/6/2023,Canada,314,3866.09
6/16/2023,Colombia,250,6509.14
6/28/2023,USA,373,5682.17
6/18/2023,Canada,302,4948.88
6/18/2023,USA,33,199.3
6/23/2023,USA,92,194.81
6/14/2023,Colombia,294,6007.34
6/16/2023,USA,122,4997.78
6/2/2023,Brazil,75,4030.92
6/25/2023,Canada,61,2741.88
6/15/2023,USA,50,1745.98
6/20/2023,Panama,151,2767.27
6/24/2023,Brazil,46,4156.74
6/3/2023,Panama,378,18349.14
6/9/2023,Panama,179,215.06
6/6/2023,Panama,323,22070.75
6/2/2023,Brazil,22,389.83
6/15/2023,Panama,221,360.76
6/24/2023,Canada,305,15997.49
6/18/2023,Panama,159,1393.21
6/20/2023,Colombia,214,4917.81
6/26/2023,Colombia,121,5520.21
6/21/2023,USA,342,20333.76
6/20/2023,Colombia,133,6658.42
6/19/2023,Canada,71,2966.62
6/21/2023,USA,290,3327.99
6/17/2023,USA,130,5888.66
6/29/2023,Canada,117,4509.26
6/19/2023,Panama,128,1236.03
6/2/2023,Colombia,331,2235.23
6/4/2023,Canada,349,5271.05
6/24/2023,Panama,372,1411.13
6/29/2023,USA,326,8411.89
6/14/2023,USA,362,8867.61
6/27/2023,Brazil,80,2129.23
6/11/2023,Canada,248,4761.58
6/21/2023,Brazil,20,433.98
6/6/2023,USA,279,9167.04
6/28/2023,Canada,340,332.7
6/13/2023,Colombia,67,2700.68
6/1/2023,Brazil,192,4793.58
6/4/2023,USA,261,12652.81
6/11/2023,Panama,180,6328.46
6/5/2023,USA,355,7319.08
6/8/2023,Panama,169,3319.63
6/19/2023,Brazil,193,11910.48
6/11/2023,USA,120,4717.49
6/1/2023,Canada,293,7084.77
6/24/2023,Canada,293,23482.15
6/1/2023,Canada,84,1944.55
6/9/2023,Canada,312,6203.52
6/2/2023,Canada,314,12598.8
6/1/2023,Brazil,128,506.83
6/5/2023,Panama,230,3786.46
6/21/2023,Canada,73,2426.78
6/15/2023,USA,222,1147.4
6/19/2023,Panama,164,6982.91
6/16/2023,Brazil,396,8639.77
6/20/2023,Colombia,129,896.77
6/16/2023,Colombia,51,465.13
6/14/2023,Colombia,342,16574.26
6/27/2023,Colombia,373,5058.63
6/27/2023,Brazil,186,2243.8
6/23/2023,USA,230,12200.9
6/23/2023,Brazil,192,108.65
6/4/2023,Brazil,222,18102.96
6/30/2023,Panama,355,7569.45
6/21/2023,Brazil,150,6320.39
6/20/2023,Panama,398,24317.12
6/15/2023,Canada,59,4017.08
6/22/2023,Canada,63,2349.15
6/28/2023,Brazil,297,25254.86
6/23/2023,Brazil,34,2191.36
6/16/2023,Colombia,151,663.04
6/3/2023,Panama,88,3350.89
6/1/2023,Panama,329,10583.25
6/9/2023,Colombia,130,1897.25
6/8/2023,USA,138,1305.96
6/8/2023,Brazil,289,1862.94
6/5/2023,Canada,100,935.72
6/2/2023,Colombia,169,1115.16
6/24/2023,Canada,45,1117.42
6/18/2023,Colombia,104,7915.07
6/27/2023,Brazil,328,9945.23
6/18/2023,Panama,164,4143.07
6/30/2023,Brazil,118,5817.72
6/28/2023,Panama,309,6618.86
6/19/2023,Brazil,113,3777.28
6/25/2023,USA,232,8680.25
6/2/2023,USA,299,22138.65
6/3/2023,Colombia,362,8777
6/16/2023,Brazil,291,530.94
6/28/2023,USA,39,1045.1
6/1/2023,Panama,95,1488.9
6/1/2023,Colombia,42,827.73
6/9/2023,Canada,292,2671.29
6/10/2023,Canada,129,2408.56
6/24/2023,Canada,81,315.52
6/21/2023,Canada,12,409.49
6/9/2023,USA,262,10649.25
6/25/2023,Colombia,324,1061.72
6/12/2023,Brazil,25,360.5
6/18/2023,Canada,276,4302.9
6/14/2023,Colombia,131,9878.36
6/2/2023,USA,100,7302.23
6/15/2023,USA,17,338.97
6/12/2023,Colombia,97,1822.17
6/30/2023,Panama,338,1086.75
6/5/2023,Colombia,153,814.96
6/23/2023,USA,156,13628.57
6/1/2023,Brazil,180,341.76
6/21/2023,Colombia,378,12131.72
6/1/2023,Panama,224,9233.84
6/6/2023,Brazil,333,3547.19
6/4/2023,Panama,76,1466.85
6/26/2023,Canada,34,384.8
6/15/2023,Panama,16,320.43
6/25/2023,Colombia,362,3795.07
6/21/2023,USA,194,2850.89
6/5/2023,Colombia,24,422.73
6/22/2023,Colombia,40,881.96
6/4/2023,Colombia,149,6190.91
6/30/2023,Colombia,314,14420.64
6/29/2023,Colombia,268,24239.79
6/12/2023,Brazil,36,730.59
6/12/2023,Panama,64,2504.75
6/18/2023,Panama,16,207.6
6/7/2023,Canada,79,4428.66
6/22/2023,Canada,216,11027.69
6/6/2023,Panama,66,663.4
6/26/2023,USA,153,4736.65
6/29/2023,Colombia,64,527.05
6/25/2023,Canada,105,5314.47
6/15/2023,USA,230,892.89
6/22/2023,Canada,326,14893.69
6/22/2023,Colombia,327,4682.11
6/1/2023,Canada,265,1367.93
6/29/2023,Brazil,208,591.71
6/16/2023,Colombia,328,11185.12
6/17/2023,Colombia,356,12298.97
6/21/2023,Colombia,108,4359.12
6/2/2023,Brazil,194,8356.21
6/18/2023,Brazil,384,20943.51
6/26/2023,Canada,141,850.1
6/29/2023,Canada,371,3447.56
6/12/2023,Canada,195,7159.1
6/16/2023,Brazil,159,6612.01
6/3/2023,USA,41,2866.44
6/27/2023,Canada,368,11559.9
6/5/2023,Canada,109,1603.93
6/24/2023,Panama,24,1306.94
6/10/2023,Canada,271,3327.75
6/14/2023,Panama,289,25042.25
6/13/2023,Canada,207,14149.3
6/1/2023,Canada,320,6044.29
6/25/2023,Panama,333,7143.01
6/11/2023,Colombia,57,538.85
6/4/2023,Panama,110,3420.73
6/30/2023,Canada,146,7043.98
6/14/2023,USA,326,18850.9
6/6/2023,Colombia,346,2698.64
6/21/2023,Panama,29,613.74
6/21/2023,Panama,306,2920.62
6/25/2023,Brazil,88,571.54
6/24/2023,Colombia,352,24723.6
6/23/2023,Colombia,82,4195.12
6/18/2023,Brazil,203,457.83
6/23/2023,Colombia,173,11959.85
6/20/2023,Panama,143,2126.23
6/9/2023,Canada,283,2070.76
6/30/2023,USA,26,642.25
6/15/2023,Brazil,373,13116.89
6/13/2023,Brazil,129,5400.96
6/1/2023,Brazil,124,969.7
6/15/2023,Panama,135,8458.93
6/18/2023,Canada,392,3940.05
6/25/2023,Canada,96,4886.72
6/14/2023,Canada,183,8805.17
6/17/2023,Panama,213,5722.22
6/19/2023,Brazil,17,436.02
6/23/2023,Colombia,336,554.18
6/5/2023,Brazil,79,2332.29
6/13/2023,Panama,348,13309.77
6/21/2023,Colombia,175,7799.63
6/24/2023,Canada,262,5533.09
6/14/2023,Canada,333,1846.19
6/27/2023,Panama,122,3505.7
6/14/2023,Brazil,320,13636.12
6/14/2023,Panama,158,7897.33
6/5/2023,Panama,368,5096.32
6/2/2023,Canada,75,699.72
6/16/2023,Canada,358,24774.29
6/14/2023,USA,389,1849.39
6/19/2023,Canada,35,693.97
6/9/2023,Panama,46,2975.73
6/7/2023,Panama,28,513.19
6/16/2023,Panama,49,1203.08
6/25/2023,USA,341,11745.44
6/24/2023,Panama,296,13028.82
6/30/2023,USA,259,2515.84
6/15/2023,Canada,160,8334.66
6/22/2023,Brazil,280,14747.86
6/30/2023,Colombia,397,6505.05
6/13/2023,Colombia,11,899.82
6/9/2023,Brazil,216,2420.67
6/28/2023,Brazil,251,7466.85
6/30/2023,USA,13,737.79
6/18/2023,Panama,98,7446.64
6/16/2023,Panama,189,1052.24
6/13/2023,Colombia,330,2749.77
6/16/2023,Panama,27,855.01
6/19/2023,Canada,340,13874.91
6/29/2023,Panama,223,2372.05
6/1/2023,Colombia,358,5263.06
6/11/2023,Colombia,368,11876.55
6/26/2023,Brazil,399,15764.82
6/6/2023,USA,283,3695.14
6/6/2023,Brazil,78,538.87
6/6/2023,Canada,182,4041.51
6/27/2023,Colombia,159,3054.22
6/2/2023,Canada,316,24637.61
6/17/2023,Canada,149,908.29
6/7/2023,Brazil,72,2143.72
6/30/2023,USA,53,3958.57
6/9/2023,Colombia,378,75.67
6/16/2023,Brazil,204,6650.5
6/5/2023,Brazil,198,4981.9
6/27/2023,Panama,136,1655.96
6/9/2023,Canada,376,4508.46
6/3/2023,Brazil,268,12007.93
6/11/2023,Canada,307,23802.54
6/10/2023,Brazil,288,1029.72
6/25/2023,USA,80,2282.65
6/22/2023,Brazil,177,10515.06
6/25/2023,Panama,228,6688.03
6/18/2023,Colombia,308,17036.11
6/2/2023,USA,345,2633.77
6/21/2023,Canada,142,2350.56
6/4/2023,USA,336,5054.93
6/8/2023,Panama,200,9052.39
6/25/2023,Canada,45,189.42
6/9/2023,Colombia,197,942.95
6/28/2023,USA,100,1854.35
6/5/2023,Colombia,386,4628.8
6/2/2023,Colombia,109,3375.01
6/27/2023,USA,132,600.89
6/2/2023,Colombia,135,1267.69
6/4/2023,Panama,89,348.38
6/19/2023,Canada,312,18985.13
6/29/2023,Brazil,267,10879.34
6/6/2023,Colombia,74,421.13
6/17/2023,Panama,352,6651.25
6/4/2023,Colombia,377,13167.17
6/17/2023,Brazil,206,1102.52
6/28/2023,Canada,286,4410.85
6/21/2023,Panama,83,5570.04
6/22/2023,USA,227,8583.9
6/11/2023,Panama,290,12978.79
6/4/2023,USA,217,2750.4
6/9/2023,Colombia,328,8225.35
6/19/2023,USA,178,8152.31
6/2/2023,Canada,88,3838.8
6/22/2023,Colombia,117,5243.57
6/9/2023,Panama,168,4607.43
6/29/2023,USA,328,16832.77
6/28/2023,Colombia,145,7786.84
6/11/2023,Brazil,220,10223.64
6/1/2023,Colombia,283,9720.74
6/25/2023,Brazil,381,4499.07
6/9/2023,Canada,45,488.49
6/16/2023,Canada,82,4826.18
6/25/2023,Canada,128,461.3
6/26/2023,Canada,389,3484.69
6/1/2023,USA,237,17568.52
6/8/2023,Panama,117,2782.94
6/26/2023,Colombia,357,8235.37
6/11/2023,Colombia,131,5961.99
6/11/2023,USA,306,18470.64
6/12/2023,Canada,207,2574.63
6/19/2023,Brazil,157,973.61
6/12/2023,Colombia,285,8182.76
6/16/2023,Colombia,339,3687.08
6/28/2023,Canada,366,2722.54
6/16/2023,Colombia,26,971.13
6/15/2023,Canada,34,1124.5
6/19/2023,USA,76,515.98
6/2/2023,Brazil,175,16684.18
6/5/2023,Colombia,241,8697.44
6/18/2023,Brazil,125,5414.65
6/20/2023,Colombia,240,580.35
6/23/2023,USA,174,4680.58
6/4/2023,Panama,200,2307.19
6/12/2023,Canada,252,5512.01
6/13/2023,Colombia,311,4495.14
6/8/2023,Colombia,28,426.22
6/5/2023,Panama,68,1384.81
6/28/2023,Panama,350,6541.34
6/24/2023,Brazil,144,3257.42
6/25/2023,Panama,169,899.83
6/28/2023,Canada,86,4971.54
6/24/2023,Colombia,106,1802.66
6/16/2023,USA,94,5412.35
6/21/2023,Panama,395,24415.85
6/30/2023,Panama,20,380.56
6/16/2023,USA,44,713.19
