Report generated on 01-01-2024,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
10/25/2023,Canada,95,4402.59
10/16/2023,Panama,302,9383
10/6/2023,USA,143,1253.68
10/29/2023,Panama,26,896.21
10/3/2023,Colombia,25,135.36
10/11/2023,Panama,208,950.5
10/24/2023,Panama,286,10465.31
10/27/2023,Brazil,44,1691.73
10/23/2023,Colombia,304,11866.56
10/30/2023,Brazil,306,13487.91
10/12/2023,Brazil,67,4314.49
10/14/2023,Colombia,325,7656.92
10/12/2023,USA,392,7129.88
10/23/2023,USA,181,11394.81
10/7/2023,Panama,393,23078.13
10/26/2023,Canada,100,8677.61
10/26/2023,Panama,329,5021.55
10/1/2023,USA,150,2435.33
10/1/2023,Brazil,15,1250.86
10/29/2023,Panama,200,9354.9
10/19/2023,Canada,128,1341.39
10/1/2023,Colombia,191,16191.4
10/12/2023,USA,158,396.34
10/16/2023,Brazil,21,851.37
10/21/2023,USA,107,926.23
10/22/2023,Canada,45,2042.64
10/13/2023,Panama,321,15368.25
10/16/2023,USA,314,24357.64
10/19/2023,Canada,87,1060.33
10/6/2023,Brazil,97,2013.74
10/4/2023,Canada,127,1336.44
10/16/2023,Panama,126,7981.23
10/31/2023,Brazil,178,624.77
10/23/2023,Canada,92,4332.45
10/24/2023,Brazil,112,9700.43
10/16/2023,USA,324,16047.09
10/14/2023,Panama,284,14538.82
10/1/2023,USA,179,482.47
10/17/2023,Canada,279,6782.65
10/18/2023,Colombia,198,5658.37
10/15/2023,Panama,14,188.26
10/12/2023,USA,263,3895.87
10/17/2023,Colombia,52,1823.25
10/31/2023,Panama,380,32313.76
10/16/2023,Brazil,50,3102.46
10/20/2023,Colombia,42,2491.33
10/30/2023,Canada,143,4008.61
10/24/2023,Colombia,46,3525.71
10/12/2023,Brazil,32,894.92
10/30/2023,Canada,341,13081.91
10/6/2023,Canada,166,12248.49
10/4/2023,Canada,339,10282.06
10/5/2023,Panama,184,7971.64
10/5/2023,USA,108,7396.87
10/21/2023,Panama,32,1816.58
10/11/2023,Panama,103,7778.89
10/12/2023,Canada,35,288.52
10/30/2023,Canada,41,767.6
10/31/2023,Canada,269,19347.83
10/2/2023,Canada,255,13153.98
10/27/2023,Canada,95,1260.05
10/2/2023,USA,100,1747.25
10/13/2023,Colombia,241,7254.9
10/21/2023,Panama,200,16699.76
10/31/2023,Canada,148,1039.68
10/7/2023,Brazil,352,23186.42
10/15/2023,Panama,132,1175.64
10/5/2023,USA,307,3745.18
10/20/2023,Panama,322,15225.71
10/28/2023,Canada,96,4397.43
10/5/2023,Colombia,172,4644.8
10/7/2023,Panama,283,16943.72
10/2/2023,Brazil,255,4085.14
10/19/2023,Panama,242,10803.3
10/26/2023,Colombia,284,9025.3
10/28/2023,Brazil,121,1234.24
10/10/2023,USA,316,8199.56
10/12/2023,Canada,369,9229.13
10/24/2023,Brazil,280,20219.84
10/28/2023,Canada,71,189.46
10/31/2023,Canada,165,4418.09
10/28/2023,Canada,36,1075.72
10/11/2023,USA,297,5446.81
10/3/2023,USA,11,439.13
10/1/2023,Canada,329,8615.8
10/9/2023,Brazil,93,2333.65
10/15/2023,Colombia,30,1057.92
10/14/2023,USA,52,2961.99
10/2/2023,USA,176,9586.06
10/2/2023,Brazil,17,83.51
10/28/2023,Panama,319,3175.59
10/21/2023,Colombia,119,4648.78
10/2/2023,Canada,390,672.26
10/16/2023,Brazil,228,256.49
10/3/2023,Panama,244,3792.97
10/29/2023,Brazil,156,500.25
10/18/2023,Brazil,111,1048.35
10/2/2023,Colombia,339,8622
10/27/2023,USA,138,6782.22
10/24/2023,Canada,184,4214.16
10/6/2023,USA,178,10108.64
10/25/2023,Canada,116,7866.14
10/24/2023,USA,37,653.68
10/5/2023,Canada,29,424.88
10/28/2023,Panama,332,4659.96
10/16/2023,Colombia,363,14625.51
10/16/2023,Colombia,240,5131.31
10/8/2023,Colombia,107,6101.78
10/23/2023,Panama,172,495.14
10/10/2023,Canada,310,15071.44
10/2/2023,Colombia,92,6065.92
10/9/2023,USA,13,401.43
10/13/2023,Brazil,159,7007.82
10/12/2023,USA,335,13365.82
10/4/2023,Panama,124,833.88
10/25/2023,Colombia,364,15790.52
10/29/2023,Canada,324,3546.86
10/19/2023,Colombia,26,1079.59
10/16/2023,USA,190,8718.09
10/4/2023,USA,199,933.76
10/19/2023,USA,114,3391.94
10/28/2023,Panama,362,1474.66
10/18/2023,Panama,40,2485.56
10/20/2023,Brazil,76,311.57
10/30/2023,Panama,247,8369.11
10/8/2023,Brazil,106,1717.51
10/5/2023,Canada,238,14887.7
10/23/2023,Panama,165,5075.75
10/11/2023,Panama,351,22704.81
10/17/2023,Canada,294,6425.52
10/17/2023,Brazil,256,2422.37
10/30/2023,Canada,272,7834.89
10/9/2023,USA,192,5474.81
10/26/2023,Canada,73,2424.8
10/21/2023,Panama,189,8273.39
10/2/2023,Brazil,149,7127.11
10/14/2023,Colombia,68,1361.63
10/22/2023,Canada,356,8330.84
10/31/2023,Colombia,382,123.01
10/9/2023,Colombia,293,20185.14
10/23/2023,Brazil,382,10256.41
10/2/2023,USA,130,10224.93
10/16/2023,USA,379,23323.74
10/18/2023,Colombia,48,623.06
10/15/2023,USA,362,19086.66
10/15/2023,Panama,260,20265.82
10/2/2023,USA,184,10741.15
10/20/2023,Panama,139,1418.28
10/1/2023,Colombia,228,5298.51
10/29/2023,Colombia,327,26218.1
10/2/2023,Colombia,59,647.6
10/26/2023,Panama,160,6731.71
10/7/2023,Canada,133,10859.94
10/25/2023,Colombia,133,3109.79
10/19/2023,Brazil,107,8339.48
10/17/2023,Colombia,286,686.29
10/12/2023,Colombia,161,8138.94
10/13/2023,Canada,275,1507.2
10/13/2023,Colombia,305,11555.94
10/27/2023,Panama,53,1621.53
10/13/2023,Brazil,148,1708.22
10/18/2023,USA,85,1996.8
10/25/2023,Canada,140,1893.11
10/21/2023,Brazil,269,1416.09
10/22/2023,Canada,76,4600.6
10/31/2023,Canada,394,14524.38
10/7/2023,Canada,229,8614.12
10/5/2023,Brazil,63,2627.4
10/12/2023,USA,194,1133.71
10/1/2023,Brazil,316,4369.06
10/22/2023,Colombia,116,4892.99
10/29/2023,Panama,361,4901.62
10/20/2023,Panama,266,5041.91
10/10/2023,Canada,370,2705.46
10/27/2023,Panama,25,731.11
10/5/2023,Panama,381,9299.12
10/16/2023,USA,31,976.88
10/18/2023,Colombia,53,3291.68
10/15/2023,Brazil,135,385.53
10/6/2023,Panama,288,1751.87
10/3/2023,Canada,333,5769.29
10/22/2023,Brazil,270,433.52
10/2/2023,Canada,386,12617.7
10/13/2023,Panama,36,2350.56
10/25/2023,Brazil,283,3868.39
10/13/2023,Panama,22,793.92
10/21/2023,Panama,209,616.98
10/12/2023,Colombia,52,2.94
10/18/2023,Colombia,218,4006.8
10/19/2023,Colombia,383,11498.45
10/23/2023,Panama,15,0.42
10/14/2023,Colombia,44,459.79
10/26/2023,Brazil,145,10426.47
10/1/2023,USA,42,2428.15
10/8/2023,Colombia,53,1404.85
10/22/2023,Brazil,258,2703.61
10/14/2023,Panama,89,3237.64
10/10/2023,Colombia,146,3288.44
10/6/2023,Colombia,166,1185.56
10/29/2023,Colombia,310,2246
10/31/2023,USA,112,4906.21
10/2/2023,Canada,207,4244.14
10/14/2023,Colombia,174,164.91
10/5/2023,Brazil,307,4862.83
10/18/2023,USA,119,2335.87
10/1/2023,USA,114,5960.99
10/9/2023,Colombia,29,946.02
10/4/2023,Panama,300,2247.96
10/6/2023,Canada,159,8976.56
10/3/2023,USA,107,4698.77
10/27/2023,Colombia,84,2027.33
10/9/2023,Brazil,64,442.46
10/30/2023,Canada,202,4769.92
10/7/2023,Brazil,218,17986.18
10/17/2023,Brazil,121,1037.52
10/15/2023,Colombia,143,3538.32
10/20/2023,Panama,272,7689.99
10/17/2023,Panama,357,7277.43
10/25/2023,Brazil,31,1343.13
10/8/2023,USA,386,6355.19
10/28/2023,USA,219,4000.5
10/13/2023,Brazil,33,285.44
10/24/2023,USA,224,662.84
10/10/2023,USA,360,152.39
10/22/2023,Panama,165,4648.84
10/8/2023,USA,304,7023.39
10/2/2023,Colombia,263,974.46
10/14/2023,Canada,206,5405.97
10/28/2023,USA,233,5366.37
10/2/2023,Canada,240,48.92
10/8/2023,USA,196,6550.75
10/16/2023,Brazil,16,598.16
10/10/2023,Panama,259,1772.95
10/20/2023,Brazil,362,7215.1
10/27/2023,Canada,271,9453.62
10/1/2023,Panama,73,585.01
10/17/2023,Canada,196,1453.6
10/28/2023,Panama,232,1503.09
10/10/2023,Panama,81,5781.56
10/14/2023,Canada,244,7787.81
10/23/2023,Canada,251,8381.35
10/31/2023,USA,171,5759.93
10/20/2023,Canada,199,14665.84
10/29/2023,Panama,386,18488.53
10/8/2023,Panama,372,28757.6
10/1/2023,Brazil,97,2036.38
10/14/2023,USA,160,3609.47
10/29/2023,Colombia,30,607.04
10/16/2023,Canada,294,9986.07
10/20/2023,Canada,81,697.2
10/11/2023,Panama,129,3737.88
10/14/2023,Brazil,36,822.19
10/6/2023,Canada,267,7799.49
10/10/2023,Colombia,24,624.52
10/25/2023,Canada,313,208.69
10/28/2023,Canada,360,532.95
10/16/2023,Panama,35,2461.94
10/29/2023,Panama,222,7591.54
10/1/2023,Panama,307,21163.23
10/3/2023,Brazil,229,11545.71
10/2/2023,Panama,306,9078.25
10/24/2023,Brazil,63,5078.27
10/10/2023,Colombia,103,51.7
10/29/2023,USA,254,3195.18
10/13/2023,Brazil,341,15485.39
10/3/2023,Canada,314,13478.37
10/30/2023,Brazil,121,4730.2
10/21/2023,Brazil,72,4599.05
10/7/2023,Brazil,21,176.49
10/18/2023,Panama,372,2855.05
10/22/2023,Colombia,139,2003.21
10/22/2023,Brazil,296,5592.8
10/8/2023,Colombia,39,835.93
10/16/2023,Colombia,35,2457.51
10/12/2023,Canada,236,6333.26
10/9/2023,Brazil,24,335.68
10/11/2023,Colombia,130,3706.44
10/29/2023,Brazil,128,6736.24
10/29/2023,Colombia,163,2461.77
10/3/2023,Colombia,228,10331.49
10/14/2023,Panama,47,3554.43
10/17/2023,Colombia,241,4867.05
10/4/2023,Brazil,239,8101.84
10/26/2023,Panama,312,1988.96
10/3/2023,Canada,152,4998.16
10/19/2023,Brazil,116,5880.62
10/22/2023,USA,124,2359.15
10/13/2023,Colombia,43,551.2
10/19/2023,USA,53,1541.89
10/19/2023,Colombia,10,212.63
10/21/2023,USA,219,3712.45
10/12/2023,Colombia,54,1228.98
10/8/2023,Colombia,212,7065.15
10/5/2023,Colombia,277,7999.66
10/11/2023,Canada,66,1353.02
10/1/2023,Panama,258,10069.37
10/17/2023,Brazil,301,3501.04
10/5/2023,Colombia,165,1745.17
10/19/2023,USA,261,8849.57
10/18/2023,Canada,49,2143.82
10/16/2023,Canada,333,3078.97
10/2/2023,USA,148,7596.36
10/6/2023,Brazil,346,6255.19
10/16/2023,Canada,392,22223.19
10/10/2023,USA,180,4371.46
10/10/2023,Brazil,181,3191.38
10/27/2023,USA,231,6403.7
10/18/2023,Colombia,77,853.01
10/31/2023,Colombia,352,2014.56
10/20/2023,Panama,255,2565.33
10/7/2023,Brazil,310,6462.43
10/21/2023,Canada,319,8697.81
10/7/2023,Colombia,47,489.44
10/29/2023,USA,254,2671.71
10/14/2023,Canada,207,1843.96
10/7/2023,Colombia,398,13397.57
10/14/2023,Canada,111,2158.56
10/15/2023,Canada,282,22746.49
10/22/2023,Canada,358,1837.96
10/13/2023,Colombia,127,1703.73
10/26/2023,Panama,64,1233.42
10/21/2023,Brazil,191,3819.74
10/14/2023,Panama,118,2877.37
10/7/2023,Canada,169,15876.54
10/21/2023,Brazil,80,4117.91
10/11/2023,Colombia,260,6428.62
10/13/2023,USA,257,8923.95
10/23/2023,Canada,111,1304.49
10/13/2023,Brazil,230,1666.93
10/4/2023,USA,13,141.56
10/26/2023,USA,328,5183.87
10/14/2023,Colombia,204,2486.29
10/31/2023,USA,69,5095.76
10/14/2023,USA,333,4213.2
10/24/2023,USA,199,6612.04
10/3/2023,Panama,253,7845.05
10/28/2023,Panama,319,13674.57
10/13/2023,USA,151,8815.55
10/4/2023,USA,288,3803.45
10/11/2023,Canada,216,11466.14
10/28/2023,Brazil,222,6694.73
10/29/2023,Panama,32,711.64
10/12/2023,Canada,44,1328.37
10/10/2023,Colombia,244,7972.39
10/9/2023,Brazil,285,1709.61
10/9/2023,USA,130,3018.1
10/6/2023,Colombia,213,5139.15
10/11/2023,Colombia,57,2743.04
10/15/2023,Colombia,94,785.16
10/29/2023,USA,367,8316.74
10/15/2023,Canada,293,3804.35
10/26/2023,Panama,126,5367.82
10/24/2023,Colombia,228,7109.04
10/17/2023,Brazil,38,2295.83
10/5/2023,USA,208,3464.24
10/29/2023,Brazil,161,996.98
10/6/2023,Brazil,79,850.21
10/13/2023,Colombia,56,859.23
10/11/2023,Brazil,143,882.47
10/21/2023,Panama,299,10430.83
10/17/2023,Panama,122,4488.56
10/31/2023,Panama,154,9583.54
10/26/2023,Brazil,85,4971.33
10/21/2023,USA,141,1132.11
10/4/2023,Canada,152,7815.84
10/19/2023,Panama,293,11404.71
10/2/2023,Brazil,356,100.6
10/13/2023,Panama,96,1222.51
10/18/2023,Canada,131,245.53
10/25/2023,Brazil,302,6846.5
10/14/2023,USA,77,3233.9
10/21/2023,USA,77,1861.36
10/14/2023,USA,387,22879.51
10/7/2023,Panama,184,950.86
10/17/2023,Panama,255,5989.54
10/26/2023,Colombia,236,5441.45
10/16/2023,Brazil,169,4778.97
10/3/2023,Brazil,128,5418.51
10/2/2023,Colombia,352,27768.45
10/21/2023,USA,153,6532.42
10/28/2023,Colombia,368,16130.93
10/17/2023,Panama,115,6697.42
10/24/2023,Panama,188,1399.21
10/10/2023,Canada,308,3186.75
10/24/2023,Colombia,135,2515.43
10/3/2023,Panama,205,6735.73
10/22/2023,Brazil,128,7056.62
10/18/2023,USA,131,3119.57
10/30/2023,Brazil,17,390.21
10/26/2023,Colombia,357,522.95
10/4/2023,Panama,194,8235.38
10/31/2023,Brazil,206,1924.05
10/21/2023,Canada,285,10563.64
10/3/2023,Brazil,223,2632.13
10/26/2023,Canada,230,4218.15
10/29/2023,Brazil,26,673.8
10/16/2023,USA,241,12912.85
10/13/2023,USA,274,10985.34
10/17/2023,Colombia,53,3699.75
10/11/2023,Canada,391,8521.52
10/4/2023,Colombia,39,1547.92
10/19/2023,Brazil,118,8414.72
10/4/2023,Canada,184,4582.94
10/9/2023,USA,59,349.14
10/28/2023,Panama,289,4067.67
10/12/2023,Panama,206,13101.14
10/17/2023,Panama,365,15411.98
10/15/2023,Colombia,323,20263.56
10/29/2023,Brazil,249,20974.54
10/30/2023,USA,336,4087.43
10/31/2023,Brazil,369,9012.09
10/24/2023,Canada,198,8949.53
10/21/2023,USA,383,26908.2
10/21/2023,Colombia,67,4787.22
10/12/2023,Colombia,363,10314.16
10/30/2023,Colombia,168,333.87
10/26/2023,Brazil,391,8584.88
10/18/2023,Panama,64,891.78
10/10/2023,Panama,73,378.55
10/10/2023,Brazil,101,1368.64
10/15/2023,Colombia,155,3296.41
10/19/2023,Panama,296,12672.92
10/4/2023,Panama,49,2164.85
10/21/2023,USA,207,4329.33
10/3/2023,Panama,331,14688.41
10/26/2023,USA,120,1528.27
10/27/2023,USA,78,4653.35
10/12/2023,USA,317,12174.35
10/8/2023,Canada,279,2499.85
10/31/2023,Panama,354,20745.3
10/14/2023,Canada,249,4870.7
10/23/2023,Colombia,174,5401.07
10/5/2023,Colombia,229,14528.09
10/21/2023,USA,364,4871.61
10/26/2023,Canada,275,15077.1
10/17/2023,Brazil,350,9108.96
